item_id,item,title,year,genres,tags,item weight,prototype
349,587,Ghost (1990),1990,Comedy|Romance|Thriller,afterlife|bittersweet|chase|chick flick|death|destiny|drama|ghosts|ghosts/afterlife|girlie movie|good|life & death|love story|oscar (best supporting actress)|oscar winner|romance|romantic|romantic comedy|sentimental|supernatural|suspense|tear jerker|touching,0.0683114,6
110,356,Forrest Gump (1994),1994,Comedy|Romance|War,based on book|biographical|bittersweet|childhood|destiny|disability|drama|earnest|excellent script|feel-good|good|great acting|great movie|heartwarming|historical|history|imdb top 250|inspirational|life|mentor|narrated|nostalgic|oscar|oscar (best actor)|oscar (best directing)|oscar (best picture)|oscar winner|quotable|sentimental|touching|us history,0.068297036,6
412,339,While You Were Sleeping (1995),1995,Comedy|Romance,chick flick|cute|destiny|family|feel good movie|feel-good|girlie movie|good romantic comedies|happy ending|heartwarming|love|love story|romance|romantic|romantic comedy|sweet,0.067782395,6
1052,11,"American President, The (1995)",1995,Comedy|Drama|Romance,chick flick|drama|feel-good|girlie movie|love story|political|politics|president|romance|romantic|romantic comedy|single father|world politics,0.067091994,6
486,898,"Philadelphia Story, The (1940)",1940,Comedy|Romance,classic|great acting|imdb top 250|oscar|oscar (best actor)|oscar (best actress)|oscar (best directing)|romantic comedy|screwball|screwball comedy|talky|witty,0.23748532,7
247,912,Casablanca (1942),1942,Drama|Romance|War,afi 100 (movie quotes)|bittersweet|black and white|classic|dialogue|drama|excellent script|great acting|imdb top 250|love story|love triangles|masterpiece|nazi|nazis|oscar (best actress)|oscar (best directing)|oscar (best picture)|quotable|romance|romantic|sacrifice|wartime|world war ii|wwii,0.23327999,7
798,910,Some Like It Hot (1959),1959,Comedy|Crime,afi 100|black and white|classic|comedy|cross dressing|farce|gangster|gangsters|imdb top 250|original|quotable|screwball|screwball comedy|sexy,0.22813532,7
734,969,"African Queen, The (1951)",1951,Action|Adventure|Romance|War,adventure|afi 100|africa|boat|classic|courage|german|great|great acting|imdb top 250|jungle|love story|oscar (best actor)|oscar (best actress)|oscar (best directing)|oscar winner|romance|romantic|talky,0.22292466,7
826,3435,Double Indemnity (1944),1944,Crime|Film-Noir,adapted from:book|adultery|atmospheric|black and white|bleak|cinematography|classic|complex|complicated|crime|crime gone awry|criterion|cynical|dark|dialogue|downbeat|enigmatic|film noir|great acting|great ending|greed|imdb top 250|interesting|investigation|manipulation|masterpiece|murder|murder mystery|mystery|narrated|neo-noir|noir|noir thriller|original|oscar (best actress)|oscar (best cinematography)|oscar (best directing)|police investigation|sexy|stylized|suspense|suspenseful|talky|tense|twists & turns,0.22130066,7
489,899,Singin' in the Rain (1952),1952,Musical|Romance,affectionate|afi 100|classic|dance|dancing|good music|imdb top 250|music|musical|silent|talky,0.21900195,7
640,1284,"Big Sleep, The (1946)",1946,Film-Noir|Mystery,adapted from:book|based on a book|black and white|classic|complex|complicated|complicated plot|criterion|detective|dialogue|enigmatic|film noir|highly quotable|imdb top 250|investigation|murder|murder mystery|mystery|neo-noir|noir|noir thriller|original|police investigation|pornography|private detective|sexy|talky|twists & turns,0.21691337,7
524,1230,Annie Hall (1977),1977,Comedy|Romance,afi 100|bittersweet|character study|imdb top 250|intellectual|intimate|loneliness|love story|masterpiece|melancholic|new york|original|oscar (best actress)|oscar (best directing)|oscar (best picture)|oscar (best writing - screenplay written directly for the screen)|quotable|relationships|romantic|sarcasm|talky|witty,0.21610574,7
939,905,It Happened One Night (1934),1934,Comedy,1930s|classic|great acting|imdb top 250|oscar|oscar (best actor)|oscar (best actress)|oscar (best cinematography)|oscar (best directing)|oscar (best picture)|oscar (best supporting actor)|oscar (best supporting actress)|oscar winner|romance|romantic|romantic comedy|runaway|screwball|screwball comedy|talky|witty,0.21457723,7
188,908,North by Northwest (1959),1959,Drama|Thriller,adventure|chase|classic|complicated|enigmatic|espionage|excellent script|great ending|hitchcock|imdb top 250|masterpiece|mistaken identity|murder|noir thriller|obsession|original|oscar (best directing)|paranoid|police investigation|secrets|spy|spying|suspense|suspenseful|tense|thriller|twists & turns|witty,0.21250156,7
147,1240,"Terminator, The (1984)",1984,Action|Sci-Fi|Thriller,80s|action|android(s)/cyborg(s)|androids|apocalypse|arnold|artificial intelligence|assassin|chase|classic|clones|cloning|cyborgs|dialogue|dystopia|dystopic future|fighting|franchise|future|futuristic|good action|great ending|great movie|highly quotable|imdb top 250|man versus machine|nuclear war|original|original plot|oscar (best directing)|quotable|robot|robots|sci fi|sci-fi|science fiction|scifi|special effects|story|suspense|technology|tense|thriller|time travel|violence|violent|visceral|visual,0.2549405,8
637,3527,Predator (1987),1987,Action|Sci-Fi|Thriller,action|action packed|alien|aliens|arnold|chase|classic|dialogue|futuristic|good action|hunting|jungle|quotable|sci fi|sci-fi|science fiction|scifi|special effects|survival|suspense|tense|violence|violent|weapons,0.24772345,8
417,1374,Star Trek: The Wrath of Khan (1982),1982,Action|Adventure|Sci-Fi,action|adventure|aliens|first contact|franchise|futuristic|midlife crisis|original|revenge|sacrifice|sci fi|sci-fi|science fiction|scifi|sequel|series|space|space opera|special effects|star trek|vengeance,0.2415822,8
36,260,Star Wars: Episode IV - A New Hope (1977),1977,Action|Adventure|Fantasy|Sci-Fi,action|adventure|aliens|androids|awesome soundtrack|classic|desert|destiny|dialogue|epic|fantasy|fantasy world|franchise|futuristic|good|good versus evil|great ending|great movie|high fantasy|highly quotable|imagination|imdb top 250|masterpiece|mentor|mythology|original|original plot|oscar (best effects - visual effects)|oscar (best supporting actor)|quotable|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|series|space|space opera|space travel|special effects|star wars|story|storytelling|sword fight|technology|trilogy|visual|visually appealing|war|wizards,0.23913532,8
140,1214,Alien (1979),1979,Action|Horror|Sci-Fi|Thriller,alien|alien invasion|aliens|androids|atmospheric|classic|claustrophobic|creepy|dark|dialogue|franchise|frightening|futuristic|great acting|horror|imdb top 250|intense|masterpiece|monster|ominous|original|oscar (best effects - visual effects)|scary|sci fi|sci-fi|science fiction|scifi|space|space travel|special effects|story|storytelling|suspense|suspenseful|tense|visceral|visual|visually appealing,0.23786084,8
480,1200,Aliens (1986),1986,Action|Sci-Fi|Thriller|War,action|action packed|alien|alien invasion|aliens|androids|atmospheric|classic|claustrophobic|dialogue|franchise|frightening|futuristic|good action|great ending|horror|imdb top 250|intense|masterpiece|monster|original|oscar (best effects - visual effects)|quotable|scary|sci fi|sci-fi|science fiction|scifi|sequel|space|space travel|special effects|story|suspense|suspenseful|tense|visceral|weapons,0.23223814,8
69,589,Terminator 2: Judgment Day (1991),1991,Action|Sci-Fi|Thriller,action|action packed|androids|apocalypse|arnold|awesome soundtrack|big budget|chase|cyborgs|dialogue|dynamic cgi action|dystopic future|effects|end of the world|fighting|future|futuristic|good action|good sequel|imdb top 250|man versus machine|mother-son relationship|motorcycle|original|original plot|oscar (best effects - visual effects)|quotable|robot|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|special effects|story|suspense|technology|tense|time travel|violence|violent|visceral|visual,0.2284038,8
84,1196,Star Wars: Episode V - The Empire Strikes Back (1980),1980,Action|Adventure|Drama|Sci-Fi|War,action|adventure|aliens|awesome soundtrack|chase|classic|dark|destiny|dialogue|epic|excellent script|fantasy|forceful|franchise|good|good versus evil|great|great ending|great movie|highly quotable|imdb top 250|intense|mentor|modern fantasy|mythology|original|original plot|oscar (best effects - visual effects)|oscar (best sound)|quotable|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|sequel|series|space|space opera|space travel|special effects|star wars|story|storytelling|sword fight|trilogy|war,0.22450455,8
141,1036,Die Hard (1988),1988,Action|Thriller,70mm|action|action packed|big budget|chase|classic|excellent script|explosions|fast paced|foul language|good action|great movie|gunfight|imdb top 250|intense|lone hero|mentor|original|realistic action|suspense|tense|vengeance|violence|violent|visceral,0.22070174,8
52,1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,Action|Adventure|Romance|Sci-Fi|War,action|adventure|aliens|awesome soundtrack|chase|death|desert|destiny|dialogue|epic|fantasy|franchise|good|good versus evil|great ending|great movie|highly quotable|imdb top 250|intense|mentor|mythology|original|original plot|oscar (best effects - visual effects)|powerful ending|rebellion|redemption|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|series|space|space opera|special effects|star wars|story|sword fight|trilogy|war,0.21861842,8
231,597,Pretty Woman (1990),1990,Comedy|Romance,chick flick|destiny|fairy tale|feel good movie|feel-good|girlie movie|good romantic comedies|happy ending|love story|prostitution|rags to riches|romance|romantic|romantic comedy|shopping|sweet|women,0.07981042,9
863,2671,Notting Hill (1999),1999,Comedy|Romance,british|chick flick|comedy|destiny|feel good movie|feel-good|girlie movie|good romantic comedies|happy ending|london|love story|relationships|romance|romantic|romantic comedy|sweet,0.076197654,9
233,1569,My Best Friend's Wedding (1997),1997,Comedy|Romance,chick flick|gay|gay character|girlie movie|good romantic comedies|happy ending|love|love story|relationships|romance|romantic|romantic comedy|sweet|unlikely friendships|wedding,0.071996234,9
455,2424,You've Got Mail (1998),1998,Comedy|Romance,chick flick|cute|cute!|destiny|feel good movie|feel-good|girlie movie|good romantic comedies|happy ending|internet|love story|predictable|relationships|romance|romantic|romantic comedy|sappy|shopping|sweet,0.07187704,9
622,2724,Runaway Bride (1999),1999,Comedy|Romance,chick flick|cute|cute!|destiny|feel-good|girlie movie|good romantic comedies|happy ending|love story|predictable|romance|romantic|romantic comedy|shopping|small town|wedding,0.071740575,9
492,539,Sleepless in Seattle (1993),1993,Comedy|Romance,chick flick|destiny|feel good movie|feel-good|girlie movie|good romantic comedies|happy ending|love|love story|relationships|romance|romantic|romantic comedy|sentimental|sweet,0.071664564,9
349,587,Ghost (1990),1990,Comedy|Romance|Thriller,afterlife|bittersweet|chase|chick flick|death|destiny|drama|ghosts|ghosts/afterlife|girlie movie|good|life & death|love story|oscar (best supporting actress)|oscar winner|romance|romantic|romantic comedy|sentimental|supernatural|suspense|tear jerker|touching,0.068404265,9
412,339,While You Were Sleeping (1995),1995,Comedy|Romance,chick flick|cute|destiny|family|feel good movie|feel-good|girlie movie|good romantic comedies|happy ending|heartwarming|love|love story|romance|romantic|romantic comedy|sweet,0.06777534,9
110,356,Forrest Gump (1994),1994,Comedy|Romance|War,based on book|biographical|bittersweet|childhood|destiny|disability|drama|earnest|excellent script|feel-good|good|great acting|great movie|heartwarming|historical|history|imdb top 250|inspirational|life|mentor|narrated|nostalgic|oscar|oscar (best actor)|oscar (best directing)|oscar (best picture)|oscar winner|quotable|sentimental|touching|us history,0.06718592,9
1052,11,"American President, The (1995)",1995,Comedy|Drama|Romance,chick flick|drama|feel-good|girlie movie|love story|political|politics|president|romance|romantic|romantic comedy|single father|world politics,0.067112744,9
231,597,Pretty Woman (1990),1990,Comedy|Romance,chick flick|destiny|fairy tale|feel good movie|feel-good|girlie movie|good romantic comedies|happy ending|love story|prostitution|rags to riches|romance|romantic|romantic comedy|shopping|sweet|women,0.0800138,10
863,2671,Notting Hill (1999),1999,Comedy|Romance,british|chick flick|comedy|destiny|feel good movie|feel-good|girlie movie|good romantic comedies|happy ending|london|love story|relationships|romance|romantic|romantic comedy|sweet,0.076265,10
233,1569,My Best Friend's Wedding (1997),1997,Comedy|Romance,chick flick|gay|gay character|girlie movie|good romantic comedies|happy ending|love|love story|relationships|romance|romantic|romantic comedy|sweet|unlikely friendships|wedding,0.072148226,10
