prototype,name,n_descriptors,descriptors
60,"Solid, Blanks, Jersey Basic",3,graphical_appearance_name=Solid(score=0.750); department_name=Blanks(score=0.550); garment_group_name=Jersey Basic(score=0.550)
61,"Ladieswear, Solid, Womens Tailoring",3,index_group_name=Ladieswear(score=0.950); graphical_appearance_name=Solid(score=0.500); section_name=Womens Tailoring(score=0.500)
62,"Ladieswear, Swimwear, Swimwear",3,index_group_name=Ladieswear(score=0.750); department_name=Swimwear(score=0.600); garment_group_name=Swimwear(score=0.600)
63,"Ladieswear, H&M+, Solid",3,index_group_name=Ladieswear(score=0.900); section_name=H&M+(score=0.900); graphical_appearance_name=Solid(score=0.800)
64,"Ladieswear, Solid, Womens Tailoring",3,index_group_name=Ladieswear(score=0.950); graphical_appearance_name=Solid(score=0.450); section_name=Womens Tailoring(score=0.400)
65,"Menswear, Garment Upper body, Jersey Basic",3,index_group_name=Menswear(score=0.950); product_group_name=Garment Upper body(score=0.900); garment_group_name=Jersey Basic(score=0.750)
66,"Divided, Solid, Garment Lower body",3,index_group_name=Divided(score=0.950); graphical_appearance_name=Solid(score=0.600); product_group_name=Garment Lower body(score=0.500)
67,"Ladieswear, Solid, Womens Tailoring",3,index_group_name=Ladieswear(score=0.950); graphical_appearance_name=Solid(score=0.550); section_name=Womens Tailoring(score=0.500)
68,"Solid, Blanks, Jersey Basic",3,graphical_appearance_name=Solid(score=0.750); department_name=Blanks(score=0.550); garment_group_name=Jersey Basic(score=0.550)
69,"Solid, Blanks, Jersey Basic",3,graphical_appearance_name=Solid(score=0.750); department_name=Blanks(score=0.550); garment_group_name=Jersey Basic(score=0.550)
70,"Ladieswear, Mama, Solid",3,index_group_name=Ladieswear(score=1.000); section_name=Mama(score=0.900); graphical_appearance_name=Solid(score=0.600)
71,"Ladieswear, Womens Tailoring, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); section_name=Womens Tailoring(score=1.000); product_group_name=Garment Upper body(score=0.800)
72,"Ladieswear, Womens Tailoring, Solid",3,index_group_name=Ladieswear(score=0.950); section_name=Womens Tailoring(score=0.550); graphical_appearance_name=Solid(score=0.450)
73,"Divided, Solid, Garment Lower body",3,index_group_name=Divided(score=0.950); graphical_appearance_name=Solid(score=0.550); product_group_name=Garment Lower body(score=0.500)
74,"Ladieswear, Mama, Solid",3,index_group_name=Ladieswear(score=1.000); section_name=Mama(score=0.900); graphical_appearance_name=Solid(score=0.600)
75,"Jersey Fancy, Sport, Ladies H&M Sport",3,garment_group_name=Jersey Fancy(score=1.000); index_group_name=Sport(score=1.000); section_name=Ladies H&M Sport(score=1.000)
