prototype,name,n_descriptors,descriptors
56,"Bikini top, Womens Swimwear, beachwear, Swimwear",3,"product_type_name=Bikini top(score=20.418); section_name=Womens Swimwear, beachwear(score=16.029); department_name=Swimwear(score=15.571)"
57,"Ladies Sport Bras, Ladies H&M Sport, Sport",3,department_name=Ladies Sport Bras(score=60.225); section_name=Ladies H&M Sport(score=37.710); index_group_name=Sport(score=30.201)
58,"Skirt, Skirts, Womens Tailoring",3,department_name=Skirt(score=12.878); garment_group_name=Skirts(score=7.669); section_name=Womens Tailoring(score=7.093)
59,"Mama, Woven bottoms, Leggings/Tights",3,section_name=Mama(score=38.635); department_name=Woven bottoms(score=25.854); product_type_name=Leggings/Tights(score=10.921)
60,"Blanks, Hat/beanie, Knit & Woven",3,department_name=Blanks(score=375.403); product_type_name=Hat/beanie(score=26.252); department_name=Knit & Woven(score=22.018)
61,"Skirt, Womens Tailoring, Dressed",3,department_name=Skirt(score=8.586); section_name=Womens Tailoring(score=7.882); garment_group_name=Dressed(score=7.626)
62,"Bikini top, Womens Swimwear, beachwear, Swimwear",3,"product_type_name=Bikini top(score=20.418); section_name=Womens Swimwear, beachwear(score=16.029); department_name=Swimwear(score=15.571)"
63,"Woven top, H&M+, Woven bottoms",3,department_name=Woven top(score=35.549); section_name=H&M+(score=33.568); department_name=Woven bottoms(score=10.342)
64,"Boots, Boots, Skirt",3,department_name=Boots(score=15.001); product_type_name=Boots(score=10.749); department_name=Skirt(score=8.586)
65,"Heavy Basic Jersey, Men Underwear, Denim trousers",3,department_name=Heavy Basic Jersey(score=98.682); section_name=Men Underwear(score=20.937); department_name=Denim trousers(score=12.524)
66,"Trousers, Basic 1, Divided Basics",3,department_name=Trousers(score=24.268); department_name=Basic 1(score=13.685); section_name=Divided Basics(score=12.467)
67,"Boots, Boots, Skirt",3,department_name=Boots(score=15.001); product_type_name=Boots(score=10.749); department_name=Skirt(score=8.586)
68,"Blanks, Hat/beanie, Knit & Woven",3,department_name=Blanks(score=375.403); product_type_name=Hat/beanie(score=26.252); department_name=Knit & Woven(score=22.018)
69,"Blanks, Hat/beanie, Knit & Woven",3,department_name=Blanks(score=375.403); product_type_name=Hat/beanie(score=26.252); department_name=Knit & Woven(score=22.018)
70,"Mama, Woven bottoms, Leggings/Tights",3,section_name=Mama(score=38.635); department_name=Woven bottoms(score=25.854); product_type_name=Leggings/Tights(score=10.921)
71,"Dark Turquoise, Suit, Turquoise",3,colour_group_name=Dark Turquoise(score=36.895); department_name=Suit(score=34.559); perceived_colour_master_name=Turquoise(score=16.251)
72,"Suit, Dressed, Other structure",3,department_name=Suit(score=25.920); garment_group_name=Dressed(score=11.439); graphical_appearance_name=Other structure(score=8.751)
73,"Trousers, Embroidery, Basic 1",3,department_name=Trousers(score=24.268); graphical_appearance_name=Embroidery(score=12.410); department_name=Basic 1(score=11.975)
74,"Mama, Woven bottoms, Leggings/Tights",3,section_name=Mama(score=38.635); department_name=Woven bottoms(score=25.854); product_type_name=Leggings/Tights(score=10.921)
75,"Ladies Sport Bras, Ladies H&M Sport, Sport",3,department_name=Ladies Sport Bras(score=60.225); section_name=Ladies H&M Sport(score=37.710); index_group_name=Sport(score=30.201)
