item_id,item,title,year,genres,item weight,prototype
906,2409,Rocky II (1979),1979,Action|Drama,1.7375038,8
1990,423,Blown Away (1994),1994,Action|Thriller,1.7350163,8
1418,2787,Cat's Eye (1985),1985,Horror,1.7304163,8
1610,673,Space Jam (1996),1996,Adventure|Animation|Children's|Comedy|Fantasy,1.8612216,9
1595,3438,Teenage Mutant Ninja Turtles (1990),1990,Action|Children's|Fantasy,1.8447282,9
1413,432,City Slickers II: The Legend of Curly's Gold (1994),1994,Comedy|Western,1.8340468,9
730,44,Mortal Kombat (1995),1995,Action|Adventure,1.8182334,9
1599,2808,Universal Soldier (1992),1992,Action|Sci-Fi,1.8037598,9
1741,1438,Dante's Peak (1997),1997,Action|Thriller,1.8027838,9
347,1831,Lost in Space (1998),1998,Action|Sci-Fi|Thriller,1.7960911,9
2742,2816,Iron Eagle II (1988),1988,Action|War,1.7902043,9
909,2411,Rocky IV (1985),1985,Action|Drama,1.788976,9
1762,533,"Shadow, The (1994)",1994,Action,1.7854952,9
2310,1007,"Apple Dumpling Gang, The (1975)",1975,Children's|Comedy|Western,1.8847262,10
1461,2057,"Incredible Journey, The (1963)",1963,Adventure|Children's,1.8536639,10
1606,2052,Hocus Pocus (1993),1993,Children's|Comedy,1.8501548,10
424,1016,"Shaggy Dog, The (1959)",1959,Children's|Comedy,1.8404443,10
2174,1010,"Love Bug, The (1969)",1969,Children's|Comedy,1.8228931,10
501,2015,"Absent Minded Professor, The (1961)",1961,Children's|Comedy|Fantasy,1.8063651,10
709,2089,"Rescuers Down Under, The (1990)",1990,Animation|Children's,1.8002994,10
2414,3599,Anchors Aweigh (1945),1945,Comedy|Musical,1.7956942,10
2059,1367,101 Dalmatians (1996),1996,Children's|Comedy,1.7851734,10
1773,2098,Son of Flubber (1963),1963,Children's|Comedy,1.7767081,10
