item_id,item,title,year,genres,item weight,prototype
2890,2798,Problem Child (1990),1990,Comedy,0.41078424,3
443,2336,Elizabeth (1998),1998,Drama,0.38258278,3
1009,3019,Drugstore Cowboy (1989),1989,Crime|Drama,0.35671958,3
657,2912,"Limey, The (1999)",1999,Action|Crime|Drama,0.3421781,3
742,2020,Dangerous Liaisons (1988),1988,Drama|Romance,0.33145255,3
167,50,"Usual Suspects, The (1995)",1995,Crime|Thriller,0.3118497,3
890,804,She's the One (1996),1996,Comedy|Romance,0.5717044,4
437,1967,Labyrinth (1986),1986,Adventure|Children's|Fantasy,0.47230262,4
373,2140,"Dark Crystal, The (1982)",1982,Children's|Fantasy|Sci-Fi,0.45821851,4
25,588,Aladdin (1992),1992,Animation|Children's|Comedy|Musical,0.43261304,4
503,1073,Willy Wonka and the Chocolate Factory (1971),1971,Adventure|Children's|Comedy|Fantasy,0.42991924,4
74,1225,Amadeus (1984),1984,Drama,0.42671585,4
2323,1874,Still Breathing (1997),1997,Comedy|Romance,0.4261111,4
369,2716,Ghostbusters (1984),1984,Comedy|Horror,0.42413783,4
7,595,Beauty and the Beast (1991),1991,Animation|Children's|Musical,0.42222437,4
138,2081,"Little Mermaid, The (1989)",1989,Animation|Children's|Comedy|Musical|Romance,0.42188236,4
1460,2124,"Addams Family, The (1991)",1991,Comedy,0.5950511,5
187,2959,Fight Club (1999),1999,Drama,0.5259465,5
308,1673,Boogie Nights (1997),1997,Drama,0.4373598,5
2323,1874,Still Breathing (1997),1997,Comedy|Romance,0.41830382,5
753,1261,Evil Dead II (Dead By Dawn) (1987),1987,Action|Adventure|Comedy|Horror,0.4159719,5
437,1967,Labyrinth (1986),1986,Adventure|Children's|Fantasy,0.41581446,5
336,778,Trainspotting (1996),1996,Drama,0.4153492,5
109,318,"Shawshank Redemption, The (1994)",1994,Drama,0.3995489,5
163,296,Pulp Fiction (1994),1994,Crime|Drama,0.39593434,5
87,593,"Silence of the Lambs, The (1991)",1991,Drama|Thriller,0.37652636,5
267,1393,Jerry Maguire (1996),1996,Drama|Romance,0.48293912,6
412,339,While You Were Sleeping (1995),1995,Comedy|Romance,0.45920658,6
333,1584,Contact (1997),1997,Drama|Sci-Fi,0.44381154,6
77,480,Jurassic Park (1993),1993,Action|Adventure|Sci-Fi,0.43621898,6
7,595,Beauty and the Beast (1991),1991,Animation|Children's|Musical,0.42173597,6
309,1678,"Joy Luck Club, The (1993)",1993,Drama,0.41927248,6
102,1527,"Fifth Element, The (1997)",1997,Action|Sci-Fi,0.40948725,6
243,17,Sense and Sensibility (1995),1995,Drama|Romance,0.4010769,6
239,838,Emma (1996),1996,Comedy|Drama|Romance,0.38710403,6
246,1088,Dirty Dancing (1987),1987,Musical|Romance,0.37990394,6
2206,3241,"Cup, The (Phörpa) (1999)",1999,Comedy,0.6773225,7
141,1036,Die Hard (1988),1988,Action|Thriller,0.4604941,7
514,1220,"Blues Brothers, The (1980)",1980,Action|Comedy|Musical,0.4023249,7
398,3039,Trading Places (1983),1983,Comedy,0.3739496,7
549,1288,This Is Spinal Tap (1984),1984,Comedy|Drama|Musical,0.3636064,7
197,1089,Reservoir Dogs (1992),1992,Crime|Thriller,0.35874322,7
876,1663,Stripes (1981),1981,Comedy,0.35724333,7
142,3702,Mad Max (1979),1979,Action|Sci-Fi,0.34808877,7
951,1285,Heathers (1989),1989,Comedy,0.34768423,7
185,1213,GoodFellas (1990),1990,Crime|Drama,0.3426931,7
330,1148,"Wrong Trousers, The (1993)",1993,Animation|Comedy,0.5768375,8
36,260,Star Wars: Episode IV - A New Hope (1977),1977,Action|Adventure|Fantasy|Sci-Fi,0.54864126,8
32,1,Toy Story (1995),1995,Animation|Children's|Comedy,0.5338029,8
116,1079,"Fish Called Wanda, A (1988)",1988,Comedy,0.51972,8
323,745,"Close Shave, A (1995)",1995,Animation|Comedy|Thriller,0.49862245,8
69,589,Terminator 2: Judgment Day (1991),1991,Action|Sci-Fi|Thriller,0.48905152,8
125,1197,"Princess Bride, The (1987)",1987,Action|Adventure|Comedy|Romance,0.48660514,8
827,1267,"Manchurian Candidate, The (1962)",1962,Film-Noir|Thriller,0.47962773,8
517,2968,Time Bandits (1981),1981,Adventure|Fantasy|Sci-Fi,0.47244072,8
167,50,"Usual Suspects, The (1995)",1995,Crime|Thriller,0.47114053,8
1734,2936,Sullivan's Travels (1942),1942,Comedy,0.54116386,9
199,913,"Maltese Falcon, The (1941)",1941,Film-Noir|Mystery,0.52433664,9
1604,577,Andre (1994),1994,Adventure|Children's,0.5077072,9
82,3334,Key Largo (1948),1948,Crime|Drama|Film-Noir|Thriller,0.48948672,9
640,1284,"Big Sleep, The (1946)",1946,Film-Noir|Mystery,0.46528175,9
188,908,North by Northwest (1959),1959,Drama|Thriller,0.42520547,9
662,942,Laura (1944),1944,Crime|Film-Noir|Mystery,0.4124568,9
826,3435,Double Indemnity (1944),1944,Crime|Film-Noir,0.3947583,9
643,2664,Invasion of the Body Snatchers (1956),1956,Horror|Sci-Fi,0.39184517,9
396,3037,Little Big Man (1970),1970,Comedy|Drama|Western,0.38256904,9
40,2028,Saving Private Ryan (1998),1998,Action|Drama|War,0.54736376,10
216,32,Twelve Monkeys (1995),1995,Drama|Sci-Fi,0.5026656,10
77,480,Jurassic Park (1993),1993,Action|Adventure|Sci-Fi,0.4527488,10
589,1909,"X-Files: Fight the Future, The (1998)",1998,Mystery|Sci-Fi|Thriller,0.44788817,10
187,2959,Fight Club (1999),1999,Drama,0.44772837,10
752,1407,Scream (1996),1996,Horror|Thriller,0.43826732,10
1460,2124,"Addams Family, The (1991)",1991,Comedy,0.42862207,10
69,589,Terminator 2: Judgment Day (1991),1991,Action|Sci-Fi|Thriller,0.40219742,10
88,2571,"Matrix, The (1999)",1999,Action|Sci-Fi|Thriller,0.3973103,10
1553,3841,Air America (1990),1990,Action|Comedy,0.3960551,10
2413,3487,"Dorado, El (1967)",1967,Western,0.57084453,11
1163,2605,Entrapment (1999),1999,Crime|Thriller,0.4890021,11
1015,1792,U.S. Marshalls (1998),1998,Action|Thriller,0.4798343,11
591,3005,"Bone Collector, The (1999)",1999,Thriller,0.45665413,11
890,804,She's the One (1996),1996,Comedy|Romance,0.4518308,11
1705,2881,Double Jeopardy (1999),1999,Action|Thriller,0.42001286,11
600,1892,"Perfect Murder, A (1998)",1998,Mystery|Thriller,0.4196021,11
81,2353,Enemy of the State (1998),1998,Action|Thriller,0.41244656,11
1765,3219,Pacific Heights (1990),1990,Thriller,0.411494,11
587,2707,Arlington Road (1999),1999,Thriller,0.39300403,11
870,3210,Fast Times at Ridgemont High (1982),1982,Comedy,0.4908418,12
876,1663,Stripes (1981),1981,Comedy,0.48855656,12
128,3552,Caddyshack (1980),1980,Comedy,0.42425546,12
2323,1874,Still Breathing (1997),1997,Comedy|Romance,0.41877013,12
529,2109,"Jerk, The (1979)",1979,Comedy,0.40346816,12
1904,3760,"Kentucky Fried Movie, The (1977)",1977,Comedy,0.4009712,12
332,3253,Wayne's World (1992),1992,Comedy,0.3976329,12
477,2000,Lethal Weapon (1987),1987,Action|Comedy|Crime|Drama,0.3961531,12
514,1220,"Blues Brothers, The (1980)",1980,Action|Comedy|Musical,0.39186725,12
398,3039,Trading Places (1983),1983,Comedy,0.3907834,12
767,1982,Halloween (1978),1978,Horror,0.3601855,13
643,2664,Invasion of the Body Snatchers (1956),1956,Horror|Sci-Fi,0.33396688,13
87,593,"Silence of the Lambs, The (1991)",1991,Drama|Thriller,0.32122532,13
293,111,Taxi Driver (1976),1976,Drama|Thriller,0.31977916,13
77,480,Jurassic Park (1993),1993,Action|Adventure|Sci-Fi,0.31438774,13
670,968,Night of the Living Dead (1968),1968,Horror|Sci-Fi,0.29614967,13
199,913,"Maltese Falcon, The (1941)",1941,Film-Noir|Mystery,0.29006016,13
1431,1212,"Third Man, The (1949)",1949,Mystery|Thriller,0.28524604,13
105,3095,"Grapes of Wrath, The (1940)",1940,Drama,0.28273946,13
1012,1272,Patton (1970),1970,Drama|War,0.27807093,13
66,110,Braveheart (1995),1995,Action|Drama|War,0.694757,14
17,527,Schindler's List (1993),1993,Drama|War,0.6004384,14
110,356,Forrest Gump (1994),1994,Comedy|Romance|War,0.59385103,14
0,1193,One Flew Over the Cuckoo's Nest (1975),1975,Drama,0.5829562,14
326,1358,Sling Blade (1996),1996,Drama|Thriller,0.56166196,14
308,1673,Boogie Nights (1997),1997,Drama,0.45203665,14
50,2268,"Few Good Men, A (1992)",1992,Crime|Drama,0.43782854,14
298,16,Casino (1995),1995,Drama|Thriller,0.4263817,14
52,1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,Action|Adventure|Romance|Sci-Fi|War,0.4262756,14
32,1,Toy Story (1995),1995,Animation|Children's|Comedy,0.4196015,14
52,1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,Action|Adventure|Romance|Sci-Fi|War,0.5569728,15
569,923,Citizen Kane (1941),1941,Drama,0.54404193,15
330,1148,"Wrong Trousers, The (1993)",1993,Animation|Comedy,0.533518,15
826,3435,Double Indemnity (1944),1944,Crime|Film-Noir,0.52309954,15
199,913,"Maltese Falcon, The (1941)",1941,Film-Noir|Mystery,0.4747524,15
316,1617,L.A. Confidential (1997),1997,Crime|Film-Noir|Mystery|Thriller,0.46447712,15
2206,3241,"Cup, The (Phörpa) (1999)",1999,Comedy,0.45083413,15
570,858,"Godfather, The (1972)",1972,Action|Crime|Drama,0.44952616,15
323,745,"Close Shave, A (1995)",1995,Animation|Comedy|Thriller,0.4481934,15
1431,1212,"Third Man, The (1949)",1949,Mystery|Thriller,0.44449916,15
282,1704,Good Will Hunting (1997),1997,Drama,0.48093355,16
57,2236,Simon Birch (1998),1998,Drama,0.44015703,16
267,1393,Jerry Maguire (1996),1996,Drama|Romance,0.43933937,16
44,1246,Dead Poets Society (1989),1989,Drama,0.43313164,16
890,804,She's the One (1996),1996,Comedy|Romance,0.42384702,16
163,296,Pulp Fiction (1994),1994,Crime|Drama,0.39351586,16
167,50,"Usual Suspects, The (1995)",1995,Crime|Thriller,0.38338977,16
17,527,Schindler's List (1993),1993,Drama|War,0.37986046,16
34,1962,Driving Miss Daisy (1989),1989,Drama,0.3696984,16
33,1961,Rain Man (1988),1988,Drama,0.36180273,16
621,2572,10 Things I Hate About You (1999),1999,Comedy|Romance,0.46592408,17
2326,719,Multiplicity (1996),1996,Comedy,0.45089102,17
2323,1874,Still Breathing (1997),1997,Comedy|Romance,0.43602124,17
369,2716,Ghostbusters (1984),1984,Comedy|Horror,0.4046709,17
2021,464,Hard Target (1993),1993,Action|Adventure|Crime|Thriller,0.3941144,17
1353,3249,"Hand That Rocks the Cradle, The (1992)",1992,Thriller,0.3778851,17
185,1213,GoodFellas (1990),1990,Crime|Drama,0.3613445,17
300,555,True Romance (1993),1993,Action|Crime|Romance,0.35811123,17
30,2762,"Sixth Sense, The (1999)",1999,Thriller,0.3468596,17
107,1784,As Good As It Gets (1997),1997,Comedy|Drama,0.33685243,17
89,2396,Shakespeare in Love (1998),1998,Comedy|Romance,0.47671938,18
1666,84,Last Summer in the Hamptons (1995),1995,Comedy|Drama,0.4432248,18
42,3114,Toy Story 2 (1999),1999,Animation|Children's|Comedy,0.43087125,18
36,260,Star Wars: Episode IV - A New Hope (1977),1977,Action|Adventure|Fantasy|Sci-Fi,0.41001046,18
125,1197,"Princess Bride, The (1987)",1987,Action|Adventure|Comedy|Romance,0.40918428,18
231,597,Pretty Woman (1990),1990,Comedy|Romance,0.39349356,18
316,1617,L.A. Confidential (1997),1997,Crime|Film-Noir|Mystery|Thriller,0.39072388,18
147,1240,"Terminator, The (1984)",1984,Action|Sci-Fi|Thriller,0.38569328,18
2,2355,"Bug's Life, A (1998)",1998,Animation|Children's|Comedy,0.38079485,18
219,34,Babe (1995),1995,Children's|Comedy|Drama,0.36216503,18
87,593,"Silence of the Lambs, The (1991)",1991,Drama|Thriller,0.71082556,19
110,356,Forrest Gump (1994),1994,Comedy|Romance|War,0.57778627,19
890,804,She's the One (1996),1996,Comedy|Romance,0.53194505,19
1345,950,"Thin Man, The (1934)",1934,Mystery,0.51482207,19
438,351,"Corrina, Corrina (1994)",1994,Comedy|Drama|Romance,0.4628622,19
246,1088,Dirty Dancing (1987),1987,Musical|Romance,0.44219753,19
109,318,"Shawshank Redemption, The (1994)",1994,Drama,0.44151476,19
869,2915,Risky Business (1983),1983,Comedy,0.4196641,19
267,1393,Jerry Maguire (1996),1996,Drama|Romance,0.41263726,19
231,597,Pretty Woman (1990),1990,Comedy|Romance,0.41151094,19
52,1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,Action|Adventure|Romance|Sci-Fi|War,0.4024972,20
659,293,"Professional, The (a.k.a. Leon: The Professional) (1994)",1994,Crime|Drama|Romance|Thriller,0.3639553,20
2021,464,Hard Target (1993),1993,Action|Adventure|Crime|Thriller,0.3396214,20
316,1617,L.A. Confidential (1997),1997,Crime|Film-Noir|Mystery|Thriller,0.33551216,20
147,1240,"Terminator, The (1984)",1984,Action|Sci-Fi|Thriller,0.33292496,20
728,353,"Crow, The (1994)",1994,Action|Romance|Thriller,0.3204187,20
257,6,Heat (1995),1995,Action|Crime|Thriller,0.3007565,20
163,296,Pulp Fiction (1994),1994,Crime|Drama,0.2741037,20
185,1213,GoodFellas (1990),1990,Crime|Drama,0.27134877,20
827,1267,"Manchurian Candidate, The (1962)",1962,Film-Noir|Thriller,0.27079695,20
1460,2124,"Addams Family, The (1991)",1991,Comedy,0.4242386,21
884,2541,Cruel Intentions (1999),1999,Drama,0.40526035,21
443,2336,Elizabeth (1998),1998,Drama,0.3936382,21
1604,577,Andre (1994),1994,Adventure|Children's,0.38018715,21
392,329,Star Trek: Generations (1994),1994,Action|Adventure|Sci-Fi,0.3617904,21
1755,748,"Arrival, The (1996)",1996,Action|Sci-Fi|Thriller,0.35990515,21
1553,3841,Air America (1990),1990,Action|Comedy,0.35531121,21
1325,2232,Cube (1997),1997,Sci-Fi|Thriller,0.33621964,21
385,1356,Star Trek: First Contact (1996),1996,Action|Adventure|Sci-Fi,0.33590466,21
292,1653,Gattaca (1997),1997,Drama|Sci-Fi|Thriller,0.33304566,21
348,3363,American Graffiti (1973),1973,Comedy|Drama,0.4079093,22
66,110,Braveheart (1995),1995,Action|Drama|War,0.36200276,22
1353,3249,"Hand That Rocks the Cradle, The (1992)",1992,Thriller,0.3360742,22
81,2353,Enemy of the State (1998),1998,Action|Thriller,0.3209606,22
74,1225,Amadeus (1984),1984,Drama,0.31731758,22
477,2000,Lethal Weapon (1987),1987,Action|Comedy|Crime|Drama,0.3110238,22
877,1090,Platoon (1986),1986,Drama|War,0.3095504,22
1026,431,Carlito's Way (1993),1993,Crime|Drama,0.30738407,22
124,733,"Rock, The (1996)",1996,Action|Adventure|Thriller,0.295715,22
1012,1272,Patton (1970),1970,Drama|War,0.29058167,22
74,1225,Amadeus (1984),1984,Drama,0.5153869,23
247,912,Casablanca (1942),1942,Drama|Romance|War,0.5102894,23
2982,962,They Made Me a Criminal (1939),1939,Crime|Drama,0.45907542,23
1734,2936,Sullivan's Travels (1942),1942,Comedy,0.40003926,23
941,2186,Strangers on a Train (1951),1951,Film-Noir|Thriller,0.3875026,23
841,39,Clueless (1995),1995,Comedy|Romance,0.3860255,23
140,1214,Alien (1979),1979,Action|Horror|Sci-Fi|Thriller,0.38106498,23
111,1247,"Graduate, The (1967)",1967,Drama|Romance,0.37556928,23
486,898,"Philadelphia Story, The (1940)",1940,Comedy|Romance,0.37473366,23
240,1947,West Side Story (1961),1961,Musical|Romance,0.37296352,23
52,1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,Action|Adventure|Romance|Sci-Fi|War,0.853834,24
36,260,Star Wars: Episode IV - A New Hope (1977),1977,Action|Adventure|Fantasy|Sci-Fi,0.6135709,24
86,1198,Raiders of the Lost Ark (1981),1981,Action|Adventure,0.59471506,24
118,1291,Indiana Jones and the Last Crusade (1989),1989,Action|Adventure,0.5829068,24
84,1196,Star Wars: Episode V - The Empire Strikes Back (1980),1980,Action|Adventure|Drama|Sci-Fi|War,0.5531601,24
468,1127,"Abyss, The (1989)",1989,Action|Adventure|Sci-Fi|Thriller,0.51949036,24
141,1036,Die Hard (1988),1988,Action|Thriller,0.5100625,24
222,1101,Top Gun (1986),1986,Action|Romance,0.5032954,24
129,1304,Butch Cassidy and the Sundance Kid (1969),1969,Action|Comedy|Western,0.48064345,24
337,1307,When Harry Met Sally... (1989),1989,Comedy|Romance,0.47704154,24
109,318,"Shawshank Redemption, The (1994)",1994,Drama,0.6238672,25
87,593,"Silence of the Lambs, The (1991)",1991,Drama|Thriller,0.45526358,25
253,1674,Witness (1985),1985,Drama|Romance|Thriller,0.44930512,25
147,1240,"Terminator, The (1984)",1984,Action|Sci-Fi|Thriller,0.4136438,25
44,1246,Dead Poets Society (1989),1989,Drama,0.37680507,25
869,2915,Risky Business (1983),1983,Comedy,0.35582194,25
56,1610,"Hunt for Red October, The (1990)",1990,Action|Thriller,0.32390147,25
231,597,Pretty Woman (1990),1990,Comedy|Romance,0.32249254,25
337,1307,When Harry Met Sally... (1989),1989,Comedy|Romance,0.32084066,25
84,1196,Star Wars: Episode V - The Empire Strikes Back (1980),1980,Action|Adventure|Drama|Sci-Fi|War,0.3134262,25
1015,1792,U.S. Marshalls (1998),1998,Action|Thriller,0.36747012,26
1460,2124,"Addams Family, The (1991)",1991,Comedy,0.36602473,26
432,780,Independence Day (ID4) (1996),1996,Action|Sci-Fi|War,0.34468773,26
869,2915,Risky Business (1983),1983,Comedy,0.31567946,26
1666,84,Last Summer in the Hamptons (1995),1995,Comedy|Drama,0.29882228,26
348,3363,American Graffiti (1973),1973,Comedy|Drama,0.2845675,26
876,1663,Stripes (1981),1981,Comedy,0.28283718,26
80,1370,Die Hard 2 (1990),1990,Action|Thriller,0.27512428,26
1489,2670,"Run Silent, Run Deep (1958)",1958,War,0.27456805,26
128,3552,Caddyshack (1980),1980,Comedy,0.26907948,26
443,2336,Elizabeth (1998),1998,Drama,0.5844016,27
52,1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,Action|Adventure|Romance|Sci-Fi|War,0.44181064,27
253,1674,Witness (1985),1985,Drama|Romance|Thriller,0.43259618,27
249,914,My Fair Lady (1964),1964,Musical|Romance,0.38830847,27
243,17,Sense and Sensibility (1995),1995,Drama|Romance,0.38467854,27
356,7,Sabrina (1995),1995,Comedy|Romance,0.37363583,27
1001,2565,"King and I, The (1956)",1956,Musical,0.37242734,27
69,589,Terminator 2: Judgment Day (1991),1991,Action|Sci-Fi|Thriller,0.367928,27
34,1962,Driving Miss Daisy (1989),1989,Drama,0.36423102,27
1353,3249,"Hand That Rocks the Cradle, The (1992)",1992,Thriller,0.3570342,27
2413,3487,"Dorado, El (1967)",1967,Western,0.55477345,28
1298,886,Bulletproof (1996),1996,Action,0.42605558,28
189,1580,Men in Black (1997),1997,Action|Adventure|Comedy|Sci-Fi,0.4176175,28
2326,719,Multiplicity (1996),1996,Comedy,0.4069454,28
231,597,Pretty Woman (1990),1990,Comedy|Romance,0.3800721,28
271,1265,Groundhog Day (1993),1993,Comedy|Romance,0.37903416,28
129,1304,Butch Cassidy and the Sundance Kid (1969),1969,Action|Comedy|Western,0.3720203,28
114,104,Happy Gilmore (1996),1996,Comedy,0.37081718,28
514,1220,"Blues Brothers, The (1980)",1980,Action|Comedy|Musical,0.37014315,28
440,357,Four Weddings and a Funeral (1994),1994,Comedy|Romance,0.36775902,28
73,2858,American Beauty (1999),1999,Comedy|Drama,0.54380643,29
32,1,Toy Story (1995),1995,Animation|Children's|Comedy,0.5090224,29
753,1261,Evil Dead II (Dead By Dawn) (1987),1987,Action|Adventure|Comedy|Horror,0.46051484,29
147,1240,"Terminator, The (1984)",1984,Action|Sci-Fi|Thriller,0.4508443,29
161,2997,Being John Malkovich (1999),1999,Comedy,0.42091754,29
6,919,"Wizard of Oz, The (1939)",1939,Adventure|Children's|Drama|Musical,0.4009205,29
336,778,Trainspotting (1996),1996,Drama,0.38645524,29
778,1219,Psycho (1960),1960,Horror|Thriller,0.3814863,29
2323,1874,Still Breathing (1997),1997,Comedy|Romance,0.3812068,29
86,1198,Raiders of the Lost Ark (1981),1981,Action|Adventure,0.38059306,29
118,1291,Indiana Jones and the Last Crusade (1989),1989,Action|Adventure,0.59323376,30
480,1200,Aliens (1986),1986,Action|Sci-Fi|Thriller|War,0.52544206,30
129,1304,Butch Cassidy and the Sundance Kid (1969),1969,Action|Comedy|Western,0.52292675,30
86,1198,Raiders of the Lost Ark (1981),1981,Action|Adventure,0.5218235,30
417,1374,Star Trek: The Wrath of Khan (1982),1982,Action|Adventure|Sci-Fi,0.50323117,30
69,589,Terminator 2: Judgment Day (1991),1991,Action|Sci-Fi|Thriller,0.49887463,30
141,1036,Die Hard (1988),1988,Action|Thriller,0.49143612,30
147,1240,"Terminator, The (1984)",1984,Action|Sci-Fi|Thriller,0.4802331,30
52,1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,Action|Adventure|Romance|Sci-Fi|War,0.47546875,30
40,2028,Saving Private Ryan (1998),1998,Action|Drama|War,0.4731713,30
52,1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,Action|Adventure|Romance|Sci-Fi|War,0.66045517,31
77,480,Jurassic Park (1993),1993,Action|Adventure|Sci-Fi,0.5566603,31
66,110,Braveheart (1995),1995,Action|Drama|War,0.53789544,31
84,1196,Star Wars: Episode V - The Empire Strikes Back (1980),1980,Action|Adventure|Drama|Sci-Fi|War,0.5337656,31
68,3471,Close Encounters of the Third Kind (1977),1977,Drama|Sci-Fi,0.45592877,31
88,2571,"Matrix, The (1999)",1999,Action|Sci-Fi|Thriller,0.4558074,31
962,3726,Assault on Precinct 13 (1976),1976,Action|Thriller,0.455312,31
142,3702,Mad Max (1979),1979,Action|Sci-Fi,0.45328924,31
144,1387,Jaws (1975),1975,Action|Horror,0.4456905,31
140,1214,Alien (1979),1979,Action|Horror|Sci-Fi|Thriller,0.4448208,31
40,2028,Saving Private Ryan (1998),1998,Action|Drama|War,0.5123912,32
84,1196,Star Wars: Episode V - The Empire Strikes Back (1980),1980,Action|Adventure|Drama|Sci-Fi|War,0.49964312,32
250,3624,Shanghai Noon (2000),2000,Action,0.38429713,32
56,1610,"Hunt for Red October, The (1990)",1990,Action|Thriller,0.37949997,32
303,3481,High Fidelity (2000),2000,Comedy,0.36583373,32
602,1396,Sneakers (1992),1992,Crime|Drama|Sci-Fi,0.34490782,32
262,1722,Tomorrow Never Dies (1997),1997,Action|Romance|Thriller,0.34464708,32
333,1584,Contact (1997),1997,Drama|Sci-Fi,0.32919005,32
1345,950,"Thin Man, The (1934)",1934,Mystery,0.31952634,32
66,110,Braveheart (1995),1995,Action|Drama|War,0.31497228,32
32,1,Toy Story (1995),1995,Animation|Children's|Comedy,0.5106744,33
53,3578,Gladiator (2000),2000,Action|Drama,0.41841844,33
69,589,Terminator 2: Judgment Day (1991),1991,Action|Sci-Fi|Thriller,0.3910678,33
417,1374,Star Trek: The Wrath of Khan (1982),1982,Action|Adventure|Sci-Fi,0.3662701,33
88,2571,"Matrix, The (1999)",1999,Action|Sci-Fi|Thriller,0.35721046,33
36,260,Star Wars: Episode IV - A New Hope (1977),1977,Action|Adventure|Fantasy|Sci-Fi,0.35429037,33
2890,2798,Problem Child (1990),1990,Comedy,0.3461529,33
262,1722,Tomorrow Never Dies (1997),1997,Action|Romance|Thriller,0.34532088,33
250,3624,Shanghai Noon (2000),2000,Action,0.33175677,33
42,3114,Toy Story 2 (1999),1999,Animation|Children's|Comedy,0.3291356,33
82,3334,Key Largo (1948),1948,Crime|Drama|Film-Noir|Thriller,0.43646678,34
1097,1964,Klute (1971),1971,Drama|Mystery,0.3868681,34
1411,2919,Year of Living Dangerously (1982),1982,Drama|Romance,0.37435293,34
275,230,Dolores Claiborne (1994),1994,Drama|Thriller,0.32559443,34
864,2243,Broadcast News (1987),1987,Comedy|Drama|Romance,0.32295275,34
913,3152,"Last Picture Show, The (1971)",1971,Drama,0.31258655,34
1132,3551,Marathon Man (1976),1976,Thriller,0.2907578,34
894,3101,Fatal Attraction (1987),1987,Thriller,0.29034582,34
959,3102,Jagged Edge (1985),1985,Thriller,0.29030833,34
2020,3733,"Paper Chase, The (1973)",1973,Drama,0.28936085,34
2206,3241,"Cup, The (Phörpa) (1999)",1999,Comedy,0.57506496,35
1298,886,Bulletproof (1996),1996,Action,0.34102133,35
0,1193,One Flew Over the Cuckoo's Nest (1975),1975,Drama,0.28815296,35
2273,2624,After Life (1998),1998,Drama,0.28559932,35
102,1527,"Fifth Element, The (1997)",1997,Action|Sci-Fi,0.28394085,35
73,2858,American Beauty (1999),1999,Comedy|Drama,0.23794216,35
199,913,"Maltese Falcon, The (1941)",1941,Film-Noir|Mystery,0.21795255,35
526,1233,"Boat, The (Das Boot) (1981)",1981,Action|Drama|War,0.21527684,35
783,1912,Out of Sight (1998),1998,Action|Crime|Romance,0.20985974,35
366,1269,Arsenic and Old Lace (1944),1944,Comedy|Mystery|Thriller,0.20186311,35
621,2572,10 Things I Hate About You (1999),1999,Comedy|Romance,0.31150797,36
1158,1078,Bananas (1971),1971,Comedy|War,0.3097815,36
2890,2798,Problem Child (1990),1990,Comedy,0.3092749,36
