item_id,item,title,year,genres,tags,item weight,prototype
88,2571,"Matrix, The (1999)",1999,Action|Sci-Fi|Thriller,action|action packed|alternate reality|alternate universe|artificial intelligence|awesome soundtrack|big budget|carrie-anne moss|cerebral|complex|complicated|computers|confusing|cool|cult classic|cyberpunk|dark hero|dialogue|distopia|dynamic cgi action|dystopia|dystopic future|effects|excellent script|existentialism|fast paced|fight scenes|fighting|fighting the system|future|futuristic|good acting|good action|great|great acting|great ending|great movie|gunfight|hacking|imdb top 250|intense|interesting|kung fu|man versus machine|martial arts|mentor|mythology|original|original plot|oscar (best editing)|philosophical|philosophy|post-apocalyptic|sci fi|sci-fi|science fiction|scifi|special effects|story|storytelling|stylized|technology|thought-provoking|violence|virtual reality|visceral|visual|visually appealing|visually stunning,0.35103187,1
36,260,Star Wars: Episode IV - A New Hope (1977),1977,Action|Adventure|Fantasy|Sci-Fi,action|adventure|aliens|androids|awesome soundtrack|classic|desert|destiny|dialogue|epic|fantasy|fantasy world|franchise|futuristic|good|good versus evil|great ending|great movie|high fantasy|highly quotable|imagination|imdb top 250|masterpiece|mentor|mythology|original|original plot|oscar (best effects - visual effects)|oscar (best supporting actor)|quotable|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|series|space|space opera|space travel|special effects|star wars|story|storytelling|sword fight|technology|trilogy|visual|visually appealing|war|wizards,0.31661093,1
40,2028,Saving Private Ryan (1998),1998,Action|Drama|War,action|amazing cinematography|best war films|brutality|courage|drama|dramatic|excellent script|good|good acting|great acting|great ending|great movie|historical|history|imdb top 250|intense|oscar (best cinematography)|oscar (best directing)|oscar (best picture)|powerful ending|realistic|sacrifice|sentimental|spielberg|us history|violence|violent|visceral|war|war movie|wartime|world war ii|wwii,0.26598564,1
69,589,Terminator 2: Judgment Day (1991),1991,Action|Sci-Fi|Thriller,action|action packed|androids|apocalypse|arnold|awesome soundtrack|big budget|chase|cyborgs|dialogue|dynamic cgi action|dystopic future|effects|end of the world|fighting|future|futuristic|good action|good sequel|imdb top 250|man versus machine|mother-son relationship|motorcycle|original|original plot|oscar (best effects - visual effects)|quotable|robot|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|special effects|story|suspense|technology|tense|time travel|violence|violent|visceral|visual,0.26332623,1
313,3793,X-Men (2000),2000,Action|Sci-Fi,action|adapted from:comic|alter ego|based on a comic|based on comic|big budget|comic book|comic book adaption|comics|cool|dynamic cgi action|fight scenes|fighting|franchise|future|good|good action|great|marvel|mentor|mutants|pg-13|sci-fi|scifi|sequels|special effects|super hero|super-hero|superhero|superheroes,0.26315504,1
84,1196,Star Wars: Episode V - The Empire Strikes Back (1980),1980,Action|Adventure|Drama|Sci-Fi|War,action|adventure|aliens|awesome soundtrack|chase|classic|dark|destiny|dialogue|epic|excellent script|fantasy|forceful|franchise|good|good versus evil|great|great ending|great movie|highly quotable|imdb top 250|intense|mentor|modern fantasy|mythology|original|original plot|oscar (best effects - visual effects)|oscar (best sound)|quotable|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|sequel|series|space|space opera|space travel|special effects|star wars|story|storytelling|sword fight|trilogy|war,0.2630877,1
52,1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,Action|Adventure|Romance|Sci-Fi|War,action|adventure|aliens|awesome soundtrack|chase|death|desert|destiny|dialogue|epic|fantasy|franchise|good|good versus evil|great ending|great movie|highly quotable|imdb top 250|intense|mentor|mythology|original|original plot|oscar (best effects - visual effects)|powerful ending|rebellion|redemption|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|series|space|space opera|special effects|star wars|story|sword fight|trilogy|war,0.26287708,1
53,3578,Gladiator (2000),2000,Action|Drama,action|amazing cinematography|betrayal|big budget|breathtaking|cinematography|courage|destiny|dialogue|drama|dramatic|epic|excellent script|fight scenes|forceful|freedom|good|good acting|good action|great|great acting|great ending|great movie|historical|history|imdb top 250|intense|mentor|oscar|oscar (best actor)|oscar (best cinematography)|oscar (best directing)|oscar (best effects - visual effects)|oscar (best picture)|oscar (best supporting actor)|oscar winner|redemption|revenge|rome|slavery|special effects|story|storytelling|stylized|sword fight|us history|vengeance|very good|violence|violent|visceral|visual|visually stunning|war,0.25957087,1
167,50,"Usual Suspects, The (1995)",1995,Crime|Thriller,caper|classic|clever|complex|complicated|complicated plot|con men|conspiracy|crime|enigmatic|ensemble cast|excellent|excellent script|fast paced|good|good acting|good soundtrack|great|great acting|great dialogue|great ending|great movie|heist|imdb top 250|interesting|manipulation|masterpiece|mindfuck|mystery|narrated|neo-noir|noir thriller|organized crime|original|oscar (best actor)|oscar (best directing)|oscar (best supporting actor)|oscar (best writing - screenplay written directly for the screen)|oscar winner|plot|plot twist|police investigation|powerful ending|story|storytelling|stylish|suprisingly clever|surprise ending|suspense|suspenseful|thriller|tricky|twist|twist ending|twists & turns|very good|violence,0.24982725,1
42,3114,Toy Story 2 (1999),1999,Animation|Children's|Comedy,animated|animation|cartoon|children|clever|computer animation|disney|family|friendship|fun|fun movie|good|good sequel|great|great movie|imdb top 250|kids|kids and family|light|original|pixar|pixar animation|sequel|sequels|story|toys|unlikely friendships,0.2369988,1
88,2571,"Matrix, The (1999)",1999,Action|Sci-Fi|Thriller,action|action packed|alternate reality|alternate universe|artificial intelligence|awesome soundtrack|big budget|carrie-anne moss|cerebral|complex|complicated|computers|confusing|cool|cult classic|cyberpunk|dark hero|dialogue|distopia|dynamic cgi action|dystopia|dystopic future|effects|excellent script|existentialism|fast paced|fight scenes|fighting|fighting the system|future|futuristic|good acting|good action|great|great acting|great ending|great movie|gunfight|hacking|imdb top 250|intense|interesting|kung fu|man versus machine|martial arts|mentor|mythology|original|original plot|oscar (best editing)|philosophical|philosophy|post-apocalyptic|sci fi|sci-fi|science fiction|scifi|special effects|story|storytelling|stylized|technology|thought-provoking|violence|virtual reality|visceral|visual|visually appealing|visually stunning,0.35310757,2
36,260,Star Wars: Episode IV - A New Hope (1977),1977,Action|Adventure|Fantasy|Sci-Fi,action|adventure|aliens|androids|awesome soundtrack|classic|desert|destiny|dialogue|epic|fantasy|fantasy world|franchise|futuristic|good|good versus evil|great ending|great movie|high fantasy|highly quotable|imagination|imdb top 250|masterpiece|mentor|mythology|original|original plot|oscar (best effects - visual effects)|oscar (best supporting actor)|quotable|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|series|space|space opera|space travel|special effects|star wars|story|storytelling|sword fight|technology|trilogy|visual|visually appealing|war|wizards,0.31631023,2
53,3578,Gladiator (2000),2000,Action|Drama,action|amazing cinematography|betrayal|big budget|breathtaking|cinematography|courage|destiny|dialogue|drama|dramatic|epic|excellent script|fight scenes|forceful|freedom|good|good acting|good action|great|great acting|great ending|great movie|historical|history|imdb top 250|intense|mentor|oscar|oscar (best actor)|oscar (best cinematography)|oscar (best directing)|oscar (best effects - visual effects)|oscar (best picture)|oscar (best supporting actor)|oscar winner|redemption|revenge|rome|slavery|special effects|story|storytelling|stylized|sword fight|us history|vengeance|very good|violence|violent|visceral|visual|visually stunning|war,0.26613897,2
313,3793,X-Men (2000),2000,Action|Sci-Fi,action|adapted from:comic|alter ego|based on a comic|based on comic|big budget|comic book|comic book adaption|comics|cool|dynamic cgi action|fight scenes|fighting|franchise|future|good|good action|great|marvel|mentor|mutants|pg-13|sci-fi|scifi|sequels|special effects|super hero|super-hero|superhero|superheroes,0.26521656,2
84,1196,Star Wars: Episode V - The Empire Strikes Back (1980),1980,Action|Adventure|Drama|Sci-Fi|War,action|adventure|aliens|awesome soundtrack|chase|classic|dark|destiny|dialogue|epic|excellent script|fantasy|forceful|franchise|good|good versus evil|great|great ending|great movie|highly quotable|imdb top 250|intense|mentor|modern fantasy|mythology|original|original plot|oscar (best effects - visual effects)|oscar (best sound)|quotable|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|sequel|series|space|space opera|space travel|special effects|star wars|story|storytelling|sword fight|trilogy|war,0.262906,2
69,589,Terminator 2: Judgment Day (1991),1991,Action|Sci-Fi|Thriller,action|action packed|androids|apocalypse|arnold|awesome soundtrack|big budget|chase|cyborgs|dialogue|dynamic cgi action|dystopic future|effects|end of the world|fighting|future|futuristic|good action|good sequel|imdb top 250|man versus machine|mother-son relationship|motorcycle|original|original plot|oscar (best effects - visual effects)|quotable|robot|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|special effects|story|suspense|technology|tense|time travel|violence|violent|visceral|visual,0.26282212,2
40,2028,Saving Private Ryan (1998),1998,Action|Drama|War,action|amazing cinematography|best war films|brutality|courage|drama|dramatic|excellent script|good|good acting|great acting|great ending|great movie|historical|history|imdb top 250|intense|oscar (best cinematography)|oscar (best directing)|oscar (best picture)|powerful ending|realistic|sacrifice|sentimental|spielberg|us history|violence|violent|visceral|war|war movie|wartime|world war ii|wwii,0.26180783,2
52,1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,Action|Adventure|Romance|Sci-Fi|War,action|adventure|aliens|awesome soundtrack|chase|death|desert|destiny|dialogue|epic|fantasy|franchise|good|good versus evil|great ending|great movie|highly quotable|imdb top 250|intense|mentor|mythology|original|original plot|oscar (best effects - visual effects)|powerful ending|rebellion|redemption|robots|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|series|space|space opera|special effects|star wars|story|sword fight|trilogy|war,0.26032493,2
167,50,"Usual Suspects, The (1995)",1995,Crime|Thriller,caper|classic|clever|complex|complicated|complicated plot|con men|conspiracy|crime|enigmatic|ensemble cast|excellent|excellent script|fast paced|good|good acting|good soundtrack|great|great acting|great dialogue|great ending|great movie|heist|imdb top 250|interesting|manipulation|masterpiece|mindfuck|mystery|narrated|neo-noir|noir thriller|organized crime|original|oscar (best actor)|oscar (best directing)|oscar (best supporting actor)|oscar (best writing - screenplay written directly for the screen)|oscar winner|plot|plot twist|police investigation|powerful ending|story|storytelling|stylish|suprisingly clever|surprise ending|suspense|suspenseful|thriller|tricky|twist|twist ending|twists & turns|very good|violence,0.24882215,2
42,3114,Toy Story 2 (1999),1999,Animation|Children's|Comedy,animated|animation|cartoon|children|clever|computer animation|disney|family|friendship|fun|fun movie|good|good sequel|great|great movie|imdb top 250|kids|kids and family|light|original|pixar|pixar animation|sequel|sequels|story|toys|unlikely friendships,0.24190055,2
197,1089,Reservoir Dogs (1992),1992,Crime|Thriller,blood|bloody|brutal|brutality|caper|clever|complicated|cool|crime|crime gone awry|cult|cult classic|cult film|dark humor|dialogue|dialogue driven|drama|ensemble cast|excellent script|foul language|gangster|gangsters|golden palm|good acting|good dialogue|good soundtrack|gratuitous violence|great acting|great dialogue|great ending|great movie|great soundtrack|guns|heist|highly quotable|hit men|imdb top 250|independent film|interesting|masterpiece|mob|narrated|neo-noir|non-linear|nonlinear|organized crime|original|pulp|quotable|robbery|story|storytelling|stylish|stylized|suprisingly clever|suspense|talky|tarantino|tense|undercover cop|vengeance|violence|violent|visceral,0.24387787,3
870,3210,Fast Times at Ridgemont High (1982),1982,Comedy,1980s|80s|adolescence|cheerleading|classic|comedy|cult classic|geeks|good soundtrack|great soundtrack|high school|original|pornography|quotable|rock and roll|stoner movie|teen|teen movie|teenager|teenagers|teens|virginity,0.23159797,3
128,3552,Caddyshack (1980),1980,Comedy,chase|classic|comedy|dumb but funny|funniest movies|funny|golf|goofy|great movie|hilarious|humorous|mentor|off-beat comedy|quotable|saturday night live|very funny,0.21593063,3
113,1394,Raising Arizona (1987),1987,Comedy,absurd|affectionate|amazing cinematography|classic|coen bros|coen brothers|comedy|crime|cult classic|dark humor|funny|goofy|hilarious|imdb top 250|kidnapping|masterpiece|narrated|off-beat comedy|original|parenthood|prison escape|quirky|quotable|storytelling|surreal|weird|witty,0.21505456,3
325,1060,Swingers (1996),1996,Comedy|Drama,coming of age|cool|dialogue|drinking|friendship|great dialogue|great movie|independent film|los angeles|mentor|original|quotable|relationships|unlikely friendships,0.210493,3
185,1213,GoodFellas (1990),1990,Crime|Drama,adapted from:book|amazing cinematography|anti-hero|based on a book|based on book|based on true story|bloody|brutal|brutality|classic|crime|crime gone awry|dark humor|dialogue|drama|excellent script|fast paced|foul language|gangster|gangsters|good|good acting|good soundtrack|gratuitous violence|great acting|great dialogue|great ending|great movie|gritty|heist|highly quotable|hit men|imdb top 250|interesting|mafia|masterpiece|mentor|mob|narrated|organized crime|original|oscar (best actor)|oscar (best directing)|oscar (best picture)|oscar (best supporting actor)|powerful ending|quotable|rags to riches|storytelling|stylish|stylized|violence|violent|visceral,0.20406345,3
951,1285,Heathers (1989),1989,Comedy,80s|adolescence|black comedy|cheerleading|cult|cult classic|cult film|cynical|dark|dark comedy|dark humor|geeks|good soundtrack|high school|original|quotable|satire|satirical|suicide|teen|teen movie|teenager|teenagers|teens,0.1932808,3
817,1222,Full Metal Jacket (1987),1987,Action|Drama|War,anti-war|based on a book|best war films|brutal|brutality|camp|dark humor|dialogue|drama|dramatic|excellent script|good soundtrack|great acting|imdb top 250|innocence lost|insanity|intense|kubrick|masterpiece|military|moral ambiguity|narrated|original|oscar (best directing)|psychological|realistic|vietnam|vietnam war|violence|violent|visceral|war|war movie|wartime,0.19190224,3
163,296,Pulp Fiction (1994),1994,Crime|Drama,bloody|brutality|coen bros|cool|crime|crime gone awry|cult classic|cult film|dark humor|dialogue|dialogue driven|drugs|ensemble cast|entirely dialogue|excellent script|foul language|gangster|gangsters|golden palm|good acting|good dialogue|good soundtrack|gratuitous violence|great acting|great dialogue|great ending|great movie|great music|guns|highly quotable|hit men|imdb top 250|interesting|masterpiece|mob|multiple storylines|non-linear|nonlinear|organized crime|original|oscar (best supporting actor)|oscar (best writing - screenplay written directly for the screen)|pulp|quotable|sexualized violence|storytelling|stylish|stylized|suprisingly clever|talky|tarantino|twist|twists & turns|violence|violent|visceral|weird,0.19117387,3
202,1732,"Big Lebowski, The (1998)",1998,Comedy|Crime|Mystery|Thriller,bowling|coen bros|coen brothers|comedy|complex|cult classic|cult film|dark humor|dialogue|drinking|funniest movies|good soundtrack|great dialogue|highly quotable|hilarious|humor|imdb top 250|masterpiece|mistaken identity|off-beat comedy|original|oscar (best supporting actor)|quirky|quotable|storytelling|suprisingly clever|talky|twists & turns|visually appealing|weird,0.19052954,3
37,1028,Mary Poppins (1964),1964,Children's|Comedy|Musical,adapted from:book|animation|childhood|children|classic|disney|family|musical|oscar (best actress)|sweet,0.20860098,4
383,2080,Lady and the Tramp (1955),1955,Animation|Children's|Comedy|Musical|Romance,animals|animated|animation|based on book|cartoon|children|classic|cute|disney|disney animated feature|dog|dogs|fairy tale|family|kids and family|love story|romantic|sweet|talking animals,0.20845903,4
138,2081,"Little Mermaid, The (1989)",1989,Animation|Children's|Comedy|Musical|Romance,animated|animation|cartoon|children|disney|disney animated feature|fairy tale|family|girlie movie|happy ending|kids|kids and family|love|love story|oscar (best music - original song)|sweet|talking animals|witch,0.20830026,4
16,1270,Back to the Future (1985),1985,Comedy|Sci-Fi,1950s|1980s|80s|adventure|alternate reality|alternate universe|awesome soundtrack|bullying|childhood|classic|comedy|destiny|excellent script|fantasy|fun|fun movie|future|futuristic|good|great|great ending|great movie|imdb top 250|kids|mentor|nostalgic|original|quotable|saturn award (best special effects)|sci fi|sci-fi|science fiction|scifi|special effects|story|teen|time|time loop|time travel|trilogy,0.19891898,4
29,1022,Cinderella (1950),1950,Animation|Children's|Musical,animals|animated|animation|cartoon|classic|disney|disney animated feature|fairy tale|fairy tales|family|kids and family|rags to riches|romantic|simple|story|sweet,0.19310552,4
125,1197,"Princess Bride, The (1987)",1987,Action|Adventure|Comedy|Romance,action|adapted from:book|adventure|affectionate|based on a book|based on book|classic|comedy|cult classic|fairy tale|fairy tales|fantasy|feel-good|good versus evil|great movie|happy ending|highly quotable|humorous|imdb top 250|love|love story|medieval|modern fantasy|original|quotable|romance|romantic|story|storytelling|swashbuckler|sweet|sword fight|sword fighting|whimsical|witty,0.1909447,4
25,588,Aladdin (1992),1992,Animation|Children's|Comedy|Musical,adventure|animated|animation|cartoon|childhood|children|classic|computer animation|disney|disney animated feature|fairy tale|fun|good|good versus evil|great|kids|kids and family|rags to riches,0.187975,4
405,2096,Sleeping Beauty (1959),1959,Animation|Children's|Musical,70mm|animals|animated|animation|cartoon|classic|disney|disney animated feature|fairy tale|fairy tales|good|good versus evil|magic|modern fantasy|romantic|sweet|talking animals|witch|witches,0.1834598,4
387,2087,Peter Pan (1953),1953,Animation|Children's|Fantasy|Musical,adapted from:book|adventure|animated|animation|cartoon|childhood|children|classic|disney|disney animated feature|fairy tale|family|fun|indians|kids and family|peter pan|pirates,0.18329725,4
376,2078,"Jungle Book, The (1967)",1967,Animation|Children's|Comedy|Musical,adapted from:book|animals|animated|animation|cartoon|classic|disney|disney animated feature|jungle|kids and family|musical|original|snakes|talking animals,0.17788886,4
670,968,Night of the Living Dead (1968),1968,Horror|Sci-Fi,afi 100 (movie quotes)|black and white|classic|claustrophobic|creepy|cult classic|downbeat|gory|grindhouse|gruesome|horror|low budget|masterpiece|ominous|original|splatter|visceral|zombie|zombies,0.21589705,5
666,2288,"Thing, The (1982)",1982,Action|Horror|Sci-Fi|Thriller,alien|aliens|antarctica|classic|claustrophobic|creepy|cult classic|effects|gore|gory|horror|imdb top 250|isolation|masterpiece|monster|original|paranoia|sci fi|sci-fi|science fiction|scifi|special effects|splatter|suspense|suspenseful|tense|visceral|weird,0.21390682,5
140,1214,Alien (1979),1979,Action|Horror|Sci-Fi|Thriller,alien|alien invasion|aliens|androids|atmospheric|classic|claustrophobic|creepy|dark|dialogue|franchise|frightening|futuristic|great acting|horror|imdb top 250|intense|masterpiece|monster|ominous|original|oscar (best effects - visual effects)|scary|sci fi|sci-fi|science fiction|scifi|space|space travel|special effects|story|storytelling|suspense|suspenseful|tense|visceral|visual|visually appealing,0.20932993,5
502,1215,Army of Darkness (1993),1993,Action|Adventure|Comedy|Horror|Sci-Fi,adventure|comedy|cult classic|cult film|dark fantasy|dark humor|demons|fun movie|goofy|gory|great ending|horror|humorous|medieval|original|quotable|silly fun|splatter|zombie,0.20768669,5
682,1301,Forbidden Planet (1956),1956,Sci-Fi,1950s|alien|aliens|astronauts|cerebral|classic|cult classic|effects|first contact|future|futuristic|imdb top 250|intelligent sci-fi|mad scientist|original|robot|robots|sci fi|sci-fi|science fiction|scifi|space|space opera|space travel|special effects|technology|visual|visually appealing,0.20545413,5
677,610,Heavy Metal (1981),1981,Action|Adventure|Animation|Horror|Sci-Fi,adapted from:comic|animated|animation|awesome soundtrack|cartoon|cult classic|dark fantasy|futuristic|sci-fi|storytelling|surreal|violence|visual,0.19967626,5
389,2662,"War of the Worlds, The (1953)",1953,Action|Sci-Fi|War,adapted from:book|alien|alien invasion|aliens|classic|effects|end of the world|first contact|futuristic|mars|original|sci fi|sci-fi|science fiction|scifi|space|space travel|special effects|technology|visual|weapons,0.19622082,5
643,2664,Invasion of the Body Snatchers (1956),1956,Horror|Sci-Fi,1950s|alien|alien invasion|aliens|allegory|black and white|brainwashing|cerebral|classic|creepy|frightening|horror|masterpiece|ominous|original|paranoia|paranoid|scary|sci fi|sci-fi|science fiction|scifi|suspense|suspenseful|tense,0.19274633,5
680,2455,"Fly, The (1986)",1986,Horror|Sci-Fi,creepy|cult classic|effects|genetics|gory|gruesome|horror|mad scientist|original|sci fi|sci-fi|science fiction|scifi|special effects|splatter|teleportation|visceral,0.1825448,5
417,1374,Star Trek: The Wrath of Khan (1982),1982,Action|Adventure|Sci-Fi,action|adventure|aliens|first contact|franchise|futuristic|midlife crisis|original|revenge|sacrifice|sci fi|sci-fi|science fiction|scifi|sequel|series|space|space opera|special effects|star trek|vengeance,0.178711,5
586,2706,American Pie (1999),1999,Comedy,adolescence|comedy|coming of age|coming-of-age|dumb|funniest movies|funny|geeks|goofy|gross-out|high school|hilarious|humor|humorous|male nudity|nudity (topless - notable)|pg-13|pornography|sex|sex comedy|sexual|sexuality|stereotypes|stupid as hell|teen|teen movie|teenager|teenagers|teens|very funny|virginity,0.18887499,6
599,2694,Big Daddy (1999),1999,Comedy,comedy|funniest movies|funny|goofy|hilarious|single father,0.18670851,6
553,2683,Austin Powers: The Spy Who Shagged Me (1999),1999,Comedy,comedy|crude humor|dumb but funny|funniest movies|funny|funny as hell|good sequel|goofy|hilarious|humor|humorous|original|parody|saturday night live|sequel|sequels|silly|silly fun|spies|spoof|spy|spying|stupid as hell|very funny,0.18552831,6
884,2541,Cruel Intentions (1999),1999,Drama,awesome soundtrack|good soundtrack|high school|manipulation|sexy|teen|teen movie|teenager|teenagers|teens|virginity,0.17998834,6
53,3578,Gladiator (2000),2000,Action|Drama,action|amazing cinematography|betrayal|big budget|breathtaking|cinematography|courage|destiny|dialogue|drama|dramatic|epic|excellent script|fight scenes|forceful|freedom|good|good acting|good action|great|great acting|great ending|great movie|historical|history|imdb top 250|intense|mentor|oscar|oscar (best actor)|oscar (best cinematography)|oscar (best directing)|oscar (best effects - visual effects)|oscar (best picture)|oscar (best supporting actor)|oscar winner|redemption|revenge|rome|slavery|special effects|story|storytelling|stylized|sword fight|us history|vengeance|very good|violence|violent|visceral|visual|visually stunning|war,0.1771295,6
1,3408,Erin Brockovich (2000),2000,Drama,based on a true story|based on true story|courtroom|drama|dramatic|feel good movie|feel-good|fighting the system|girlie movie|good|great acting|lawyer|lawyers|mentor|oscar|oscar (best actress)|oscar (best directing)|true story,0.17444253,6
621,2572,10 Things I Hate About You (1999),1999,Comedy|Romance,awesome soundtrack|bdsm|chick flick|comedy|coming of age|fun|fun movie|geeks|girlie movie|good soundtrack|high school|pg-13|romance|romantic|romantic comedy|shakespeare|teen|teen movie|teenager|teenagers|teens,0.1732618,6
238,3753,"Patriot, The (2000)",2000,Action|Drama|War,action|best war films|big budget|civil war|courage|drama|dramatic|epic|factual|freedom|good|historical|history|revenge|revolution|slavery|us history|vengeance|war,0.1673264,6
313,3793,X-Men (2000),2000,Action|Sci-Fi,action|adapted from:comic|alter ego|based on a comic|based on comic|big budget|comic book|comic book adaption|comics|cool|dynamic cgi action|fight scenes|fighting|franchise|future|good|good action|great|marvel|mentor|mutants|pg-13|sci-fi|scifi|sequels|special effects|super hero|super-hero|superhero|superheroes,0.1667173,6
583,3081,Sleepy Hollow (1999),1999,Horror|Romance,atmospheric|blood|cinematography|creepy|dark|dark fantasy|depp & burton|eerie|fairy tale|fairy tales|fantasy|ghosts|gory|goth|gothic|great|great movie|horror|macabre|mystery|original|scary|small town|story|storytelling|stylish|stylized|supernatural|surreal|suspense|visual|visually appealing|visually stunning|weird,0.16267626,6
586,2706,American Pie (1999),1999,Comedy,adolescence|comedy|coming of age|coming-of-age|dumb|funniest movies|funny|geeks|goofy|gross-out|high school|hilarious|humor|humorous|male nudity|nudity (topless - notable)|pg-13|pornography|sex|sex comedy|sexual|sexuality|stereotypes|stupid as hell|teen|teen movie|teenager|teenagers|teens|very funny|virginity,0.19054127,7
599,2694,Big Daddy (1999),1999,Comedy,comedy|funniest movies|funny|goofy|hilarious|single father,0.18646489,7
553,2683,Austin Powers: The Spy Who Shagged Me (1999),1999,Comedy,comedy|crude humor|dumb but funny|funniest movies|funny|funny as hell|good sequel|goofy|hilarious|humor|humorous|original|parody|saturday night live|sequel|sequels|silly|silly fun|spies|spoof|spy|spying|stupid as hell|very funny,0.1855897,7
884,2541,Cruel Intentions (1999),1999,Drama,awesome soundtrack|good soundtrack|high school|manipulation|sexy|teen|teen movie|teenager|teenagers|teens|virginity,0.17995611,7
