item_id,item,product_group_name,product_type_name,graphical_appearance_name,colour_group_name,perceived_colour_master_name,index_group_name,garment_group_name,section_name,department_name,item weight,prototype
3449,873072001,Swimwear,Bikini top,Other structure,White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996171,7
6086,862958002,Swimwear,Swimwear bottom,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996128,7
6704,559630026,Swimwear,Bikini top,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996108,7
4558,599580061,Swimwear,Swimwear bottom,All over pattern,Off White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996104,7
10530,713199001,Swimwear,Bikini top,Solid,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996055,7
7599,739590031,Swimwear,Swimwear bottom,Stripe,Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996425,8
3149,841699008,Swimwear,Bikini top,Solid,Dark Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996389,8
7079,812364013,Swimwear,Swimwear bottom,Other structure,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996352,8
7463,879999002,Swimwear,Bikini top,All over pattern,Light Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996312,8
7928,854683004,Swimwear,Swimwear bottom,Other structure,Light Purple,Pink,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.99963,8
3449,873072001,Swimwear,Bikini top,Other structure,White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996146,8
6086,862958002,Swimwear,Swimwear bottom,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996146,8
6704,559630026,Swimwear,Bikini top,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996111,8
10530,713199001,Swimwear,Bikini top,Solid,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996083,8
4558,599580061,Swimwear,Swimwear bottom,All over pattern,Off White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.999608,8
7599,739590031,Swimwear,Swimwear bottom,Stripe,Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996305,9
3149,841699008,Swimwear,Bikini top,Solid,Dark Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996297,9
7079,812364013,Swimwear,Swimwear bottom,Other structure,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996283,9
7463,879999002,Swimwear,Bikini top,All over pattern,Light Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996248,9
7928,854683004,Swimwear,Swimwear bottom,Other structure,Light Purple,Pink,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996219,9
3449,873072001,Swimwear,Bikini top,Other structure,White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996054,9
6704,559630026,Swimwear,Bikini top,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996043,9
4558,599580061,Swimwear,Swimwear bottom,All over pattern,Off White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996021,9
10530,713199001,Swimwear,Bikini top,Solid,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996018,9
6086,862958002,Swimwear,Swimwear bottom,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996009,9
11790,685602001,Swimwear,Swimwear bottom,Solid,Dark Blue,Blue,Menswear,Swimwear,Men Underwear,Swimwear,1.9997897,10
12549,685604048,Swimwear,Swimwear bottom,Stripe,Dark Blue,Blue,Menswear,Swimwear,Men Underwear,Swimwear,1.9997675,10
6708,685605002,Swimwear,Swimwear bottom,Solid,Dark Blue,Blue,Menswear,Swimwear,Men Underwear,Swimwear,1.9997616,10
4487,567638017,Swimwear,Swimwear bottom,Solid,Dark Blue,Blue,Menswear,Swimwear,Men Underwear,Swimwear,1.999754,10
5389,685605001,Swimwear,Swimwear bottom,Solid,Black,Black,Menswear,Swimwear,Men Underwear,Swimwear,1.9997344,10
6462,685600001,Swimwear,Swimwear bottom,Solid,Black,Black,Menswear,Swimwear,Men Underwear,Swimwear,1.9997233,10
8498,769483005,Swimwear,Swimwear bottom,All over pattern,Light Blue,Blue,Menswear,Swimwear,Men Underwear,Swimwear,1.9997091,10
3341,685602005,Swimwear,Swimwear bottom,Solid,Black,Black,Menswear,Swimwear,Men Underwear,Swimwear,1.9996929,10
7800,685606010,Swimwear,Swimwear bottom,All over pattern,Dark Blue,Blue,Menswear,Swimwear,Men Underwear,Swimwear,1.9996674,10
10459,685601031,Swimwear,Swimwear bottom,All over pattern,Blue,Blue,Menswear,Swimwear,Men Underwear,Swimwear,1.9995999,10
7599,739590031,Swimwear,Swimwear bottom,Stripe,Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.99963,11
3149,841699008,Swimwear,Bikini top,Solid,Dark Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996293,11
7079,812364013,Swimwear,Swimwear bottom,Other structure,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996264,11
7463,879999002,Swimwear,Bikini top,All over pattern,Light Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996238,11
7928,854683004,Swimwear,Swimwear bottom,Other structure,Light Purple,Pink,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996197,11
3449,873072001,Swimwear,Bikini top,Other structure,White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996071,11
6704,559630026,Swimwear,Bikini top,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996054,11
10530,713199001,Swimwear,Bikini top,Solid,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996026,11
6086,862958002,Swimwear,Swimwear bottom,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996016,11
4558,599580061,Swimwear,Swimwear bottom,All over pattern,Off White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9995992,11
7599,739590031,Swimwear,Swimwear bottom,Stripe,Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996372,12
3149,841699008,Swimwear,Bikini top,Solid,Dark Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996333,12
7079,812364013,Swimwear,Swimwear bottom,Other structure,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996321,12
7928,854683004,Swimwear,Swimwear bottom,Other structure,Light Purple,Pink,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.999625,12
7463,879999002,Swimwear,Bikini top,All over pattern,Light Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.999625,12
6086,862958002,Swimwear,Swimwear bottom,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.99961,12
3449,873072001,Swimwear,Bikini top,Other structure,White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996097,12
6704,559630026,Swimwear,Bikini top,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996068,12
10530,713199001,Swimwear,Bikini top,Solid,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996064,12
7904,832114005,Swimwear,Swimwear bottom,Solid,Dark Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996033,12
7599,739590031,Swimwear,Swimwear bottom,Stripe,Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996299,13
3149,841699008,Swimwear,Bikini top,Solid,Dark Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996296,13
7079,812364013,Swimwear,Swimwear bottom,Other structure,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996276,13
7463,879999002,Swimwear,Bikini top,All over pattern,Light Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996245,13
7928,854683004,Swimwear,Swimwear bottom,Other structure,Light Purple,Pink,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996209,13
3449,873072001,Swimwear,Bikini top,Other structure,White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996054,13
6704,559630026,Swimwear,Bikini top,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996043,13
10530,713199001,Swimwear,Bikini top,Solid,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996021,13
4558,599580061,Swimwear,Swimwear bottom,All over pattern,Off White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996012,13
6086,862958002,Swimwear,Swimwear bottom,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996006,13
7599,739590031,Swimwear,Swimwear bottom,Stripe,Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.999644,14
3149,841699008,Swimwear,Bikini top,Solid,Dark Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996414,14
7463,879999002,Swimwear,Bikini top,All over pattern,Light Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996365,14
7079,812364013,Swimwear,Swimwear bottom,Other structure,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996362,14
7928,854683004,Swimwear,Swimwear bottom,Other structure,Light Purple,Pink,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996324,14
3449,873072001,Swimwear,Bikini top,Other structure,White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996178,14
6086,862958002,Swimwear,Swimwear bottom,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996138,14
4558,599580061,Swimwear,Swimwear bottom,All over pattern,Off White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996138,14
6704,559630026,Swimwear,Bikini top,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996116,14
10530,713199001,Swimwear,Bikini top,Solid,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996065,14
7599,739590031,Swimwear,Swimwear bottom,Stripe,Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996318,15
3149,841699008,Swimwear,Bikini top,Solid,Dark Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996303,15
7079,812364013,Swimwear,Swimwear bottom,Other structure,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996296,15
7463,879999002,Swimwear,Bikini top,All over pattern,Light Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996247,15
7928,854683004,Swimwear,Swimwear bottom,Other structure,Light Purple,Pink,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996232,15
3449,873072001,Swimwear,Bikini top,Other structure,White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996057,15
6704,559630026,Swimwear,Bikini top,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996042,15
10530,713199001,Swimwear,Bikini top,Solid,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.999603,15
4558,599580061,Swimwear,Swimwear bottom,All over pattern,Off White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996027,15
6086,862958002,Swimwear,Swimwear bottom,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996021,15
3625,805000010,Garment Upper body,Hoodie,Solid,Black,Black,Sport,Jersey Fancy,Ladies H&M Sport,Ladies Sport Bras,1.9989653,16
12833,805000008,Garment Upper body,Hoodie,Solid,Green,Grey,Sport,Jersey Fancy,Ladies H&M Sport,Ladies Sport Bras,1.9987531,16
2814,598755002,Garment Upper body,T-shirt,Solid,White,White,Menswear,Jersey Basic,Men Underwear,Light Basic Jersey,1.9870621,16
234,834906013,Underwear,Underwear bottom,Solid,Dark Purple,Grey,Ladieswear,"Under-, Nightwear",Womens Lingerie,Clean Lingerie,1.9854565,16
2515,570004108,Garment Upper body,Polo shirt,Neps,Black,Grey,Menswear,Jersey Basic,Men Underwear,Light Basic Jersey,1.9844961,16
12703,894085002,Underwear,Bra,Solid,Light Pink,Pink,Ladieswear,"Under-, Nightwear",Womens Lingerie,Expressive Lingerie,1.984355,16
12552,835704008,Underwear,Bra,Solid,Light Purple,Pink,Ladieswear,"Under-, Nightwear",Womens Lingerie,Expressive Lingerie,1.984174,16
7784,795836005,Garment Upper body,Shirt,Solid,Greenish Khaki,Khaki green,Menswear,Shirts,Contemporary Casual,Shirt,1.9814162,16
890,865314014,Accessories,Hair ties,Solid,Black,Black,Ladieswear,Accessories,Womens Small accessories,Hair Accessories,1.9808668,16
4630,700701003,Unknown,Unknown,Solid,White,White,Ladieswear,"Under-, Nightwear",Womens Lingerie,Expressive Lingerie,1.9804776,16
7599,739590031,Swimwear,Swimwear bottom,Stripe,Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996307,17
3149,841699008,Swimwear,Bikini top,Solid,Dark Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996305,17
7079,812364013,Swimwear,Swimwear bottom,Other structure,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996269,17
7463,879999002,Swimwear,Bikini top,All over pattern,Light Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996246,17
7928,854683004,Swimwear,Swimwear bottom,Other structure,Light Purple,Pink,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996207,17
3449,873072001,Swimwear,Bikini top,Other structure,White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996078,17
6704,559630026,Swimwear,Bikini top,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996064,17
10530,713199001,Swimwear,Bikini top,Solid,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996035,17
6086,862958002,Swimwear,Swimwear bottom,All over pattern,Dark Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996028,17
4558,599580061,Swimwear,Swimwear bottom,All over pattern,Off White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9995998,17
7599,739590031,Swimwear,Swimwear bottom,Stripe,Green,Green,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996417,18
3149,841699008,Swimwear,Bikini top,Solid,Dark Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996396,18
7079,812364013,Swimwear,Swimwear bottom,Other structure,Black,Black,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996356,18
7463,879999002,Swimwear,Bikini top,All over pattern,Light Blue,Blue,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996355,18
7928,854683004,Swimwear,Swimwear bottom,Other structure,Light Purple,Pink,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996285,18
3449,873072001,Swimwear,Bikini top,Other structure,White,White,Ladieswear,Swimwear,"Womens Swimwear, beachwear",Swimwear,1.9996166,18
