prototype,name,n_descriptors,descriptors
21,"Jacquard, Ladies Sport Bras, Ladies Sport Bottoms",3,graphical_appearance_name=Jacquard(score=19.501); department_name=Ladies Sport Bras(score=16.729); department_name=Ladies Sport Bottoms(score=14.522)
22,"Basic 1, Divided Basics, Light Grey",3,department_name=Basic 1(score=30.792); section_name=Divided Basics(score=29.608); colour_group_name=Light Grey(score=20.274)
23,"Light Pink, Blouse, Suit",3,colour_group_name=Light Pink(score=20.395); department_name=Blouse(score=19.633); department_name=Suit(score=17.280)
24,"Outdoor/Blazers, Jacket, Outdoor",3,department_name=Outdoor/Blazers(score=91.686); product_type_name=Jacket(score=28.773); garment_group_name=Outdoor(score=26.708)
25,"Skirt, Womens Tailoring, Skirts",3,department_name=Skirt(score=21.464); section_name=Womens Tailoring(score=15.763); garment_group_name=Skirts(score=12.782)
26,"Other structure, Lace, Womens Jackets",3,graphical_appearance_name=Other structure(score=21.877); graphical_appearance_name=Lace(score=15.782); section_name=Womens Jackets(score=14.600)
27,"Purple, Skirts, Womens Trend",3,colour_group_name=Purple(score=27.302); department_name=Skirts(score=25.516); section_name=Womens Trend(score=24.204)
28,"Suit jacket, Jersey fancy, Dressed",3,department_name=Suit jacket(score=56.100); department_name=Jersey fancy(score=28.271); garment_group_name=Dressed(score=22.879)
29,"Pyjama bottom, Light Basic Jersey, Men Underwear",3,product_type_name=Pyjama bottom(score=58.504); department_name=Light Basic Jersey(score=50.828); section_name=Men Underwear(score=23.729)
30,"Blazer S&T, Men Suits & Tailoring, Melange",3,department_name=Blazer S&T(score=62.050); section_name=Men Suits & Tailoring(score=20.528); graphical_appearance_name=Melange(score=15.384)
31,"Womens Tailoring, Knitwear, Dress",3,section_name=Womens Tailoring(score=15.763); department_name=Knitwear(score=15.168); department_name=Dress(score=11.144)
32,"Projects Jersey & Knitwear, Tops Knitwear, Divided Projects",3,department_name=Projects Jersey & Knitwear(score=81.256); department_name=Tops Knitwear(score=45.271); section_name=Divided Projects(score=15.873)
33,"Stripe, Top, Dark Blue",3,graphical_appearance_name=Stripe(score=23.307); product_type_name=Top(score=18.741); colour_group_name=Dark Blue(score=11.870)
34,"Basic 1, Vest top, Divided Basics",3,department_name=Basic 1(score=20.528); product_type_name=Vest top(score=19.928); section_name=Divided Basics(score=18.700)
35,"Basic 1, Divided Basics, Grey",3,department_name=Basic 1(score=30.792); section_name=Divided Basics(score=28.050); colour_group_name=Grey(score=17.708)
36,"Tops Woven, Blouse, Blouses",3,department_name=Tops Woven(score=65.630); product_type_name=Blouse(score=13.232); garment_group_name=Blouses(score=11.618)
37,"Shopbasket Lingerie, Contrast, UW",3,department_name=Shopbasket Lingerie(score=92.236); graphical_appearance_name=Contrast(score=87.134); department_name=UW(score=42.659)
38,"Embroidery, Jersey Fancy, T-shirt",3,graphical_appearance_name=Embroidery(score=24.820); department_name=Jersey Fancy(score=13.516); product_type_name=T-shirt(score=12.157)
39,"Mama, Stripe, Knitwear",3,section_name=Mama(score=34.342); graphical_appearance_name=Stripe(score=11.653); department_name=Knitwear(score=11.376)
40,"Jersey Basic, Womens Everyday Basics, T-shirt",3,department_name=Jersey Basic(score=35.530); section_name=Womens Everyday Basics(score=34.955); product_type_name=T-shirt(score=17.368)
41,"Jersey Basic, Womens Everyday Basics, T-shirt",3,department_name=Jersey Basic(score=26.180); section_name=Womens Everyday Basics(score=25.757); product_type_name=T-shirt(score=16.499)
42,"Robe, Nightwear, Embroidery",3,product_type_name=Robe(score=273.020); department_name=Nightwear(score=41.117); graphical_appearance_name=Embroidery(score=28.957)
43,"Projects Jersey & Knitwear, Light Pink, Top",3,department_name=Projects Jersey & Knitwear(score=32.502); colour_group_name=Light Pink(score=24.474); product_type_name=Top(score=16.768)
44,"AK Dresses & Outdoor, Divided Asia keys, Mama",3,department_name=AK Dresses & Outdoor(score=71.847); section_name=Divided Asia keys(score=24.377); section_name=Mama(score=23.610)
45,"Womens Trend, Jersey, Orange",3,section_name=Womens Trend(score=16.136); department_name=Jersey(score=14.802); colour_group_name=Orange(score=11.376)
46,"Lace, Expressive Lingerie, Bra",3,graphical_appearance_name=Lace(score=43.399); department_name=Expressive Lingerie(score=27.302); product_type_name=Bra(score=15.304)
47,"Contemporary Smart, Check, Contemporary Street",3,section_name=Contemporary Smart(score=24.971); graphical_appearance_name=Check(score=21.737); section_name=Contemporary Street(score=19.227)
48,"Stripe, Tops Knitwear, Light Beige",3,graphical_appearance_name=Stripe(score=23.307); department_name=Tops Knitwear(score=17.412); colour_group_name=Light Beige(score=11.498)
49,"Embroidery, Unknown, Dress",3,graphical_appearance_name=Embroidery(score=33.093); perceived_colour_master_name=Unknown(score=15.751); department_name=Dress(score=11.144)
50,"Trousers, Womens Tailoring, Jersey",3,department_name=Trousers(score=15.168); section_name=Womens Tailoring(score=11.034); department_name=Jersey(score=9.868)
51,"Dot, Dresses, Glittering/Metallic",3,graphical_appearance_name=Dot(score=75.839); department_name=Dresses(score=35.673); graphical_appearance_name=Glittering/Metallic(score=26.943)
52,"Vest top, Skirt, Shorts",3,product_type_name=Vest top(score=13.286); department_name=Skirt(score=12.878); product_type_name=Shorts(score=11.338)
53,"Trouser, Womens Tailoring, Dark Blue",3,department_name=Trouser(score=16.812); section_name=Womens Tailoring(score=14.975); colour_group_name=Dark Blue(score=10.175)
54,"Denim Other Garments, Ladies Sport Bras, Dress",3,department_name=Denim Other Garments(score=22.502); department_name=Ladies Sport Bras(score=20.075); department_name=Dress(score=12.537)
55,"Tops Woven, Lace, Jersey fancy",3,department_name=Tops Woven(score=26.252); graphical_appearance_name=Lace(score=15.782); department_name=Jersey fancy(score=14.136)
56,"Skirts, Skirts, Skirt",3,department_name=Skirts(score=95.685); garment_group_name=Skirts(score=38.346); product_type_name=Skirt(score=22.452)
57,"Blouse, Blouse, Unknown",3,product_type_name=Blouse(score=18.745); department_name=Blouse(score=17.324); product_group_name=Unknown(score=16.447)
58,"Cardigan, Tops Knitwear, Vest top",3,product_type_name=Cardigan(score=35.549); department_name=Tops Knitwear(score=31.342); product_type_name=Vest top(score=14.946)
59,"Bag, Bags, Scarves",3,product_type_name=Bag(score=60.064); department_name=Bags(score=57.313); department_name=Scarves(score=42.003)
60,"Denim trousers, Denim Men, Trousers Denim",3,department_name=Denim trousers(score=75.143); section_name=Denim Men(score=70.005); garment_group_name=Trousers Denim(score=13.930)
61,"Heavy Basic Jersey, Shirt, Hoodie",3,department_name=Heavy Basic Jersey(score=57.564); department_name=Shirt(score=27.302); product_type_name=Hoodie(score=24.204)
62,"Shirt S&T, Womens Jackets, Outwear",3,department_name=Shirt S&T(score=56.879); section_name=Womens Jackets(score=29.200); department_name=Outwear(score=26.636)
63,"Trouser, Light Beige, Trousers",3,department_name=Trouser(score=21.295); colour_group_name=Light Beige(score=15.679); garment_group_name=Trousers(score=11.507)
64,"Lace, Underwear Tights, Tights basic",3,graphical_appearance_name=Lace(score=35.508); product_type_name=Underwear Tights(score=22.257); department_name=Tights basic(score=18.121)
65,"Ladies Sport Bras, Ladies H&M Sport, Sport",3,department_name=Ladies Sport Bras(score=53.533); section_name=Ladies H&M Sport(score=37.710); index_group_name=Sport(score=30.201)
66,"Mama, Top, Jersey",3,section_name=Mama(score=40.781); product_type_name=Top(score=16.768); department_name=Jersey(score=16.447)
67,"Young Boy Jersey Fancy, Contemporary Street, Hoodie",3,department_name=Young Boy Jersey Fancy(score=65.005); section_name=Contemporary Street(score=48.067); product_type_name=Hoodie(score=33.885)
68,"Loungewear, Jersey/Knitwear Premium, Womens Nightwear, Socks & Tigh",3,"department_name=Loungewear(score=88.575); department_name=Jersey/Knitwear Premium(score=24.670); section_name=Womens Nightwear, Socks & Tigh(score=24.377)"
69,"Knitwear, Jacquard, Stripe",3,department_name=Knitwear(score=24.016); graphical_appearance_name=Jacquard(score=19.501); graphical_appearance_name=Stripe(score=16.648)
70,"Contemporary Smart, Heavy Basic Jersey, Dark Blue",3,section_name=Contemporary Smart(score=27.746); department_name=Heavy Basic Jersey(score=24.670); colour_group_name=Dark Blue(score=16.958)
71,"Off White, Basic 1, Divided Basics",3,colour_group_name=Off White(score=18.223); department_name=Basic 1(score=17.107); section_name=Divided Basics(score=15.583)
72,"Trousers, Dark Blue, Contemporary Smart",3,department_name=Trousers(score=42.470); colour_group_name=Dark Blue(score=14.414); section_name=Contemporary Smart(score=11.098)
73,"Unknown, Dress, White",3,perceived_colour_master_name=Unknown(score=47.253); department_name=Dress(score=12.537); colour_group_name=White(score=10.413)
74,"Jersey Basic, Womens Everyday Basics, Tops Knitwear",3,department_name=Jersey Basic(score=26.180); section_name=Womens Everyday Basics(score=25.757); department_name=Tops Knitwear(score=13.930)
75,"Bodysuit, Shorts, Jersey fancy",3,product_type_name=Bodysuit(score=47.620); department_name=Shorts(score=29.893); department_name=Jersey fancy(score=28.271)
