prototype,name,n_descriptors,descriptors
45,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
46,"Womens Swimwear, beachwear, Swimwear, Swimwear bottom",3,"section_name=Womens Swimwear, beachwear(score=0.999); department_name=Swimwear(score=0.999); product_type_name=Swimwear bottom(score=0.997)"
47,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
48,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
49,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
50,"Heavy Basic Jersey, Tops Knitwear, Knitwear",3,department_name=Heavy Basic Jersey(score=0.993); department_name=Tops Knitwear(score=0.989); department_name=Knitwear(score=0.982)
51,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
52,"Heavy Basic Jersey, Tops Knitwear, Knitwear",3,department_name=Heavy Basic Jersey(score=0.993); department_name=Tops Knitwear(score=0.989); department_name=Knitwear(score=0.982)
53,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
54,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
55,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
56,"Jersey/Knitwear Premium, Divided Projects, Tote bag",3,department_name=Jersey/Knitwear Premium(score=0.961); section_name=Divided Projects(score=0.955); product_type_name=Tote bag(score=0.953)
57,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
58,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
59,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
60,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
61,"Divided+ inactive from s.1, Hairband, Other Accessories",3,department_name=Divided+ inactive from s.1(score=0.972); product_type_name=Hairband(score=0.852); department_name=Other Accessories(score=0.819)
62,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
63,"Jersey/Knitwear Premium, Divided Projects, Tote bag",3,department_name=Jersey/Knitwear Premium(score=0.961); section_name=Divided Projects(score=0.955); product_type_name=Tote bag(score=0.952)
64,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
65,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
66,"Heavy Basic Jersey, Tops Knitwear, Knitwear",3,department_name=Heavy Basic Jersey(score=0.993); department_name=Tops Knitwear(score=0.989); department_name=Knitwear(score=0.982)
67,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
68,"Heavy Basic Jersey, Tops Knitwear, Knitwear",3,department_name=Heavy Basic Jersey(score=0.993); department_name=Tops Knitwear(score=0.989); department_name=Knitwear(score=0.982)
69,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
70,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
71,"Swimwear, Womens Swimwear, beachwear, Swimwear bottom",3,"department_name=Swimwear(score=1.000); section_name=Womens Swimwear, beachwear(score=0.999); product_type_name=Swimwear bottom(score=0.996)"
72,"Heavy Basic Jersey, Tops Knitwear, Knitwear",3,department_name=Heavy Basic Jersey(score=0.993); department_name=Tops Knitwear(score=0.989); department_name=Knitwear(score=0.982)
73,"Heavy Basic Jersey, Tops Knitwear, Knitwear",3,department_name=Heavy Basic Jersey(score=0.993); department_name=Tops Knitwear(score=0.989); department_name=Knitwear(score=0.982)
74,"Heavy Basic Jersey, Tops Knitwear, Knitwear",3,department_name=Heavy Basic Jersey(score=0.993); department_name=Tops Knitwear(score=0.990); department_name=Knitwear(score=0.982)
75,"Heavy Basic Jersey, Tops Knitwear, Knitwear",3,department_name=Heavy Basic Jersey(score=0.993); department_name=Tops Knitwear(score=0.990); department_name=Knitwear(score=0.982)
