item_id,item,title,year,genres,item weight,prototype
395,2161,"NeverEnding Story, The (1984)",1984,Adventure|Children's|Fantasy,0.5669276,3
697,2139,"Secret of NIMH, The (1982)",1982,Animation|Children's,0.492399,3
482,2005,"Goonies, The (1985)",1985,Adventure|Children's|Fantasy,0.42910337,3
435,1025,"Sword in the Stone, The (1963)",1963,Animation|Children's,0.4259214,3
281,741,Ghost in the Shell (Kokaku kidotai) (1995),1995,Animation|Sci-Fi,0.42540616,3
387,2087,Peter Pan (1953),1953,Animation|Children's|Fantasy|Musical,0.42481196,3
702,2143,Legend (1985),1985,Adventure|Fantasy|Romance,0.4219411,3
405,2096,Sleeping Beauty (1959),1959,Animation|Children's|Musical,0.4206248,3
243,17,Sense and Sensibility (1995),1995,Drama|Romance,0.5845869,4
489,899,Singin' in the Rain (1952),1952,Musical|Romance,0.5405562,4
337,1307,When Harry Met Sally... (1989),1989,Comedy|Romance,0.5247958,4
89,2396,Shakespeare in Love (1998),1998,Comedy|Romance,0.52172476,4
109,318,"Shawshank Redemption, The (1994)",1994,Drama,0.46915385,4
240,1947,West Side Story (1961),1961,Musical|Romance,0.46502247,4
6,919,"Wizard of Oz, The (1939)",1939,Adventure|Children's|Drama|Musical,0.46324024,4
249,914,My Fair Lady (1964),1964,Musical|Romance,0.4585355,4
17,527,Schindler's List (1993),1993,Drama|War,0.45771122,4
94,1957,Chariots of Fire (1981),1981,Drama,0.44328502,4
330,1148,"Wrong Trousers, The (1993)",1993,Animation|Comedy,0.5371091,5
323,745,"Close Shave, A (1995)",1995,Animation|Comedy|Thriller,0.45822385,5
137,1136,Monty Python and the Holy Grail (1974),1974,Comedy,0.44181618,5
334,1223,"Grand Day Out, A (1992)",1992,Animation|Comedy,0.42906508,5
125,1197,"Princess Bride, The (1987)",1987,Action|Adventure|Comedy|Romance,0.42188284,5
162,2700,"South Park: Bigger, Longer and Uncut (1999)",1999,Animation|Comedy,0.41490236,5
196,1517,Austin Powers: International Man of Mystery (1997),1997,Comedy,0.40195948,5
711,3396,"Muppet Movie, The (1979)",1979,Children's|Comedy,0.3897339,5
318,223,Clerks (1994),1994,Comedy,0.3897102,5
796,180,Mallrats (1995),1995,Comedy,0.38506076,5
1411,2919,Year of Living Dangerously (1982),1982,Drama|Romance,0.5011347,6
862,1296,"Room with a View, A (1986)",1986,Drama|Romance,0.48862824,6
82,3334,Key Largo (1948),1948,Crime|Drama|Film-Noir|Thriller,0.40972254,6
1032,2941,South Pacific (1958),1958,Musical|Romance|War,0.38068107,6
100,1096,Sophie's Choice (1982),1982,Drama,0.37407392,6
1732,3724,Coming Home (1978),1978,Drama|War,0.3648138,6
1097,1964,Klute (1971),1971,Drama|Mystery,0.36215484,6
2383,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1982,Drama,0.36141908,6
1505,2130,Atlantic City (1980),1980,Crime|Drama|Romance,0.36075222,6
837,911,Charade (1963),1963,Comedy|Mystery|Romance|Thriller,0.36045545,6
862,1296,"Room with a View, A (1986)",1986,Drama|Romance,0.5061862,7
1411,2919,Year of Living Dangerously (1982),1982,Drama|Romance,0.49555647,7
82,3334,Key Largo (1948),1948,Crime|Drama|Film-Noir|Thriller,0.41963634,7
1032,2941,South Pacific (1958),1958,Musical|Romance|War,0.39079514,7
100,1096,Sophie's Choice (1982),1982,Drama,0.38515645,7
837,911,Charade (1963),1963,Comedy|Mystery|Romance|Thriller,0.37297884,7
2383,1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1982,Drama,0.37078133,7
1097,1964,Klute (1971),1971,Drama|Mystery,0.37012634,7
736,1643,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1997,Drama|Romance,0.36770964,7
1505,2130,Atlantic City (1980),1980,Crime|Drama|Romance,0.36394048,7
330,1148,"Wrong Trousers, The (1993)",1993,Animation|Comedy,0.5978112,8
137,1136,Monty Python and the Holy Grail (1974),1974,Comedy,0.529145,8
125,1197,"Princess Bride, The (1987)",1987,Action|Adventure|Comedy|Romance,0.52269655,8
323,745,"Close Shave, A (1995)",1995,Animation|Comedy|Thriller,0.51275456,8
334,1223,"Grand Day Out, A (1992)",1992,Animation|Comedy,0.48132738,8
711,3396,"Muppet Movie, The (1979)",1979,Children's|Comedy,0.46416816,8
10,2918,Ferris Bueller's Day Off (1986),1986,Comedy,0.45351067,8
162,2700,"South Park: Bigger, Longer and Uncut (1999)",1999,Animation|Comedy,0.44991422,8
32,1,Toy Story (1995),1995,Animation|Children's|Comedy,0.43441266,8
196,1517,Austin Powers: International Man of Mystery (1997),1997,Comedy,0.42335743,8
1671,1260,M (1931),1931,Crime|Film-Noir|Thriller,0.6589215,9
1482,3134,"Grand Illusion (Grande illusion, La) (1937)",1937,Drama|War,0.6326416,9
1735,2937,"Palm Beach Story, The (1942)",1942,Comedy,0.6227652,9
977,3022,"General, The (1927)",1927,Comedy,0.62072104,9
1734,2936,Sullivan's Travels (1942),1942,Comedy,0.6146499,9
1722,907,"Gay Divorcee, The (1934)",1934,Comedy|Musical|Romance,0.60693383,9
54,3030,Yojimbo (1961),1961,Comedy|Drama|Western,0.5933658,9
672,1069,"Murder, My Sweet (1944)",1944,Film-Noir|Thriller,0.56276536,9
1956,935,"Band Wagon, The (1953)",1953,Comedy|Musical,0.5555197,9
931,1248,Touch of Evil (1958),1958,Crime|Film-Noir|Thriller,0.5480797,9
1705,2881,Double Jeopardy (1999),1999,Action|Thriller,0.6356048,10
1848,2688,"General's Daughter, The (1999)",1999,Drama|Thriller,0.55033445,10
1125,2722,Deep Blue Sea (1999),1999,Action|Sci-Fi|Thriller,0.5425955,10
591,3005,"Bone Collector, The (1999)",1999,Thriller,0.5420392,10
1015,1792,U.S. Marshalls (1998),1998,Action|Thriller,0.53595585,10
622,2724,Runaway Bride (1999),1999,Comedy|Romance,0.5353929,10
238,3753,"Patriot, The (2000)",2000,Action|Drama|War,0.52950066,10
1681,3513,Rules of Engagement (2000),2000,Drama|Thriller,0.5282031,10
1163,2605,Entrapment (1999),1999,Crime|Thriller,0.5219922,10
1198,3555,U-571 (2000),2000,Action|Thriller,0.5163481,10
599,2694,Big Daddy (1999),1999,Comedy,0.2606511,11
1047,2485,She's All That (1999),1999,Comedy|Romance,0.2178878,11
215,2908,Boys Don't Cry (1999),1999,Drama,0.21318375,11
1848,2688,"General's Daughter, The (1999)",1999,Drama|Thriller,0.20931365,11
626,2975,"Best Man, The (1999)",1999,Drama,0.20494042,11
1,3408,Erin Brockovich (2000),2000,Drama,0.20469618,11
1705,2881,Double Jeopardy (1999),1999,Action|Thriller,0.20436706,11
1403,1888,Hope Floats (1998),1998,Comedy|Drama|Romance,0.20333831,11
1911,2546,"Deep End of the Ocean, The (1999)",1999,Drama,0.19579327,11
254,3565,Where the Heart Is (2000),2000,Comedy|Drama,0.19297202,11
666,2288,"Thing, The (1982)",1982,Action|Horror|Sci-Fi|Thriller,0.42259544,12
1033,1130,"Howling, The (1980)",1980,Horror,0.41398263,12
469,1129,Escape from New York (1981),1981,Action|Adventure|Sci-Fi|Thriller,0.3969631,12
876,1663,Stripes (1981),1981,Comedy,0.3862943,12
128,3552,Caddyshack (1980),1980,Comedy,0.37805647,12
2037,2518,Night Shift (1982),1982,Comedy,0.37710035,12
1358,2459,"Texas Chainsaw Massacre, The (1974)",1974,Horror,0.36859217,12
1423,2867,Fright Night (1985),1985,Comedy|Horror,0.36584952,12
677,610,Heavy Metal (1981),1981,Action|Adventure|Animation|Horror|Sci-Fi,0.36567146,12
679,2527,Westworld (1973),1973,Action|Sci-Fi|Thriller|Western,0.35618624,12
667,3300,Pitch Black (2000),2000,Action|Sci-Fi,0.46422428,13
778,1219,Psycho (1960),1960,Horror|Thriller,0.46049744,13
140,1214,Alien (1979),1979,Action|Horror|Sci-Fi|Thriller,0.43080795,13
1305,3930,"Creature From the Black Lagoon, The (1954)",1954,Horror,0.41392973,13
931,1248,Touch of Evil (1958),1958,Crime|Film-Noir|Thriller,0.40721247,13
760,1350,"Omen, The (1976)",1976,Horror,0.399526,13
670,968,Night of the Living Dead (1968),1968,Horror|Sci-Fi,0.3984792,13
264,1221,"Godfather: Part II, The (1974)",1974,Action|Crime|Drama,0.3981814,13
259,1997,"Exorcist, The (1973)",1973,Horror,0.3950274,13
835,2160,Rosemary's Baby (1968),1968,Horror|Thriller,0.38569945,13
197,1089,Reservoir Dogs (1992),1992,Crime|Thriller,0.34936887,14
163,296,Pulp Fiction (1994),1994,Crime|Drama,0.33711323,14
325,1060,Swingers (1996),1996,Comedy|Drama,0.3117581,14
1026,431,Carlito's Way (1993),1993,Crime|Drama,0.30028415,14
185,1213,GoodFellas (1990),1990,Crime|Drama,0.2999515,14
336,778,Trainspotting (1996),1996,Drama,0.2998863,14
109,318,"Shawshank Redemption, The (1994)",1994,Drama,0.282697,14
282,1704,Good Will Hunting (1997),1997,Drama,0.27970487,14
315,47,Seven (Se7en) (1995),1995,Crime|Thriller,0.2729575,14
257,6,Heat (1995),1995,Action|Crime|Thriller,0.2670529,14
666,2288,"Thing, The (1982)",1982,Action|Horror|Sci-Fi|Thriller,0.4344892,15
1033,1130,"Howling, The (1980)",1980,Horror,0.39649063,15
469,1129,Escape from New York (1981),1981,Action|Adventure|Sci-Fi|Thriller,0.39628917,15
677,610,Heavy Metal (1981),1981,Action|Adventure|Animation|Horror|Sci-Fi,0.37148833,15
679,2527,Westworld (1973),1973,Action|Sci-Fi|Thriller|Western,0.3653843,15
876,1663,Stripes (1981),1981,Comedy,0.35625565,15
140,1214,Alien (1979),1979,Action|Horror|Sci-Fi|Thriller,0.35474116,15
1358,2459,"Texas Chainsaw Massacre, The (1974)",1974,Horror,0.35385236,15
1423,2867,Fright Night (1985),1985,Comedy|Horror,0.34635192,15
128,3552,Caddyshack (1980),1980,Comedy,0.34598556,15
373,2140,"Dark Crystal, The (1982)",1982,Children's|Fantasy|Sci-Fi,0.5807772,16
437,1967,Labyrinth (1986),1986,Adventure|Children's|Fantasy,0.5531345,16
395,2161,"NeverEnding Story, The (1984)",1984,Adventure|Children's|Fantasy,0.54325575,16
697,2139,"Secret of NIMH, The (1982)",1982,Animation|Children's,0.4726788,16
482,2005,"Goonies, The (1985)",1985,Adventure|Children's|Fantasy,0.4141081,16
702,2143,Legend (1985),1985,Adventure|Fantasy|Romance,0.41348934,16
435,1025,"Sword in the Stone, The (1963)",1963,Animation|Children's,0.40914676,16
387,2087,Peter Pan (1953),1953,Animation|Children's|Fantasy|Musical,0.40505955,16
281,741,Ghost in the Shell (Kokaku kidotai) (1995),1995,Animation|Sci-Fi,0.40065965,16
405,2096,Sleeping Beauty (1959),1959,Animation|Children's|Musical,0.3981062,16
667,3300,Pitch Black (2000),2000,Action|Sci-Fi,0.4770131,17
778,1219,Psycho (1960),1960,Horror|Thriller,0.4136868,17
931,1248,Touch of Evil (1958),1958,Crime|Film-Noir|Thriller,0.3900372,17
140,1214,Alien (1979),1979,Action|Horror|Sci-Fi|Thriller,0.3896791,17
1305,3930,"Creature From the Black Lagoon, The (1954)",1954,Horror,0.387353,17
828,2712,Eyes Wide Shut (1999),1999,Drama,0.38577566,17
670,968,Night of the Living Dead (1968),1968,Horror|Sci-Fi,0.38173798,17
53,3578,Gladiator (2000),2000,Action|Drama,0.37978205,17
264,1221,"Godfather: Part II, The (1974)",1974,Action|Crime|Drama,0.37224922,17
652,2901,Phantasm (1979),1979,Horror|Sci-Fi,0.3647675,17
325,1060,Swingers (1996),1996,Comedy|Drama,0.36712676,18
197,1089,Reservoir Dogs (1992),1992,Crime|Thriller,0.35572678,18
163,296,Pulp Fiction (1994),1994,Crime|Drama,0.32313156,18
336,778,Trainspotting (1996),1996,Drama,0.2944045,18
1026,431,Carlito's Way (1993),1993,Crime|Drama,0.28400335,18
185,1213,GoodFellas (1990),1990,Crime|Drama,0.2810083,18
887,3360,Hoosiers (1986),1986,Drama,0.27641925,18
493,2371,Fletch (1985),1985,Comedy,0.27367184,18
853,3424,Do the Right Thing (1989),1989,Comedy|Drama,0.2715845,18
346,1257,Better Off Dead... (1985),1985,Comedy,0.27143547,18
666,2288,"Thing, The (1982)",1982,Action|Horror|Sci-Fi|Thriller,0.43793708,19
469,1129,Escape from New York (1981),1981,Action|Adventure|Sci-Fi|Thriller,0.3970009,19
1033,1130,"Howling, The (1980)",1980,Horror,0.39633983,19
677,610,Heavy Metal (1981),1981,Action|Adventure|Animation|Horror|Sci-Fi,0.37843284,19
679,2527,Westworld (1973),1973,Action|Sci-Fi|Thriller|Western,0.37572083,19
140,1214,Alien (1979),1979,Action|Horror|Sci-Fi|Thriller,0.3721485,19
847,2528,Logan's Run (1976),1976,Action|Adventure|Sci-Fi,0.36654434,19
417,1374,Star Trek: The Wrath of Khan (1982),1982,Action|Adventure|Sci-Fi,0.35518306,19
628,2553,Village of the Damned (1960),1960,Horror|Sci-Fi|Thriller,0.35494155,19
389,2662,"War of the Worlds, The (1953)",1953,Action|Sci-Fi|War,0.353765,19
599,2694,Big Daddy (1999),1999,Comedy,0.28964847,20
586,2706,American Pie (1999),1999,Comedy,0.22750561,20
1047,2485,She's All That (1999),1999,Comedy|Romance,0.2231738,20
1705,2881,Double Jeopardy (1999),1999,Action|Thriller,0.22116388,20
215,2908,Boys Don't Cry (1999),1999,Drama,0.2189534,20
1848,2688,"General's Daughter, The (1999)",1999,Drama|Thriller,0.2169441,20
585,3798,What Lies Beneath (2000),2000,Thriller,0.20646192,20
884,2541,Cruel Intentions (1999),1999,Drama,0.20630328,20
626,2975,"Best Man, The (1999)",1999,Drama,0.20432478,20
1,3408,Erin Brockovich (2000),2000,Drama,0.20408615,20
373,2140,"Dark Crystal, The (1982)",1982,Children's|Fantasy|Sci-Fi,0.55425316,21
437,1967,Labyrinth (1986),1986,Adventure|Children's|Fantasy,0.5474683,21
395,2161,"NeverEnding Story, The (1984)",1984,Adventure|Children's|Fantasy,0.53916746,21
697,2139,"Secret of NIMH, The (1982)",1982,Animation|Children's,0.47194132,21
435,1025,"Sword in the Stone, The (1963)",1963,Animation|Children's,0.42338154,21
387,2087,Peter Pan (1953),1953,Animation|Children's|Fantasy|Musical,0.4177986,21
482,2005,"Goonies, The (1985)",1985,Adventure|Children's|Fantasy,0.4138611,21
405,2096,Sleeping Beauty (1959),1959,Animation|Children's|Musical,0.41251257,21
729,1033,"Fox and the Hound, The (1981)",1981,Animation|Children's,0.41134617,21
447,1032,Alice in Wonderland (1951),1951,Animation|Children's|Musical,0.40982333,21
55,3035,Mister Roberts (1955),1955,Comedy|Drama|War,0.5486798,22
937,1276,Cool Hand Luke (1967),1967,Comedy|Drama,0.5277929,22
1085,3467,Hud (1963),1963,Drama|Western,0.5091035,22
51,3468,"Hustler, The (1961)",1961,Drama,0.49565184,22
961,3062,"Longest Day, The (1962)",1962,Action|Drama|War,0.4953534,22
963,2944,"Dirty Dozen, The (1967)",1967,Action|War,0.4685407,22
964,3836,Kelly's Heroes (1970),1970,Action|Comedy|War,0.46021453,22
70,1945,On the Waterfront (1954),1954,Crime|Drama,0.4597428,22
1878,3366,Where Eagles Dare (1969),1969,Action|Adventure|War,0.4497445,22
1268,599,"Wild Bunch, The (1969)",1969,Western,0.4483402,22
197,1089,Reservoir Dogs (1992),1992,Crime|Thriller,0.38440815,23
163,296,Pulp Fiction (1994),1994,Crime|Drama,0.34262252,23
336,778,Trainspotting (1996),1996,Drama,0.31954664,23
185,1213,GoodFellas (1990),1990,Crime|Drama,0.31100887,23
1026,431,Carlito's Way (1993),1993,Crime|Drama,0.3054276,23
315,47,Seven (Se7en) (1995),1995,Crime|Thriller,0.2896811,23
817,1222,Full Metal Jacket (1987),1987,Action|Drama|War,0.2878185,23
325,1060,Swingers (1996),1996,Comedy|Drama,0.28461882,23
1557,1245,Miller's Crossing (1990),1990,Drama,0.27605194,23
213,1095,Glengarry Glen Ross (1992),1992,Drama,0.2759195,23
330,1148,"Wrong Trousers, The (1993)",1993,Animation|Comedy,0.56186074,24
125,1197,"Princess Bride, The (1987)",1987,Action|Adventure|Comedy|Romance,0.5134641,24
137,1136,Monty Python and the Holy Grail (1974),1974,Comedy,0.4923105,24
323,745,"Close Shave, A (1995)",1995,Animation|Comedy|Thriller,0.48151833,24
334,1223,"Grand Day Out, A (1992)",1992,Animation|Comedy,0.44948792,24
10,2918,Ferris Bueller's Day Off (1986),1986,Comedy,0.44281557,24
32,1,Toy Story (1995),1995,Animation|Children's|Comedy,0.43544108,24
711,3396,"Muppet Movie, The (1979)",1979,Children's|Comedy,0.43284613,24
162,2700,"South Park: Bigger, Longer and Uncut (1999)",1999,Animation|Comedy,0.43003044,24
42,3114,Toy Story 2 (1999),1999,Animation|Children's|Comedy,0.42770016,24
599,2694,Big Daddy (1999),1999,Comedy,0.24791151,25
215,2908,Boys Don't Cry (1999),1999,Drama,0.22782026,25
1047,2485,She's All That (1999),1999,Comedy|Romance,0.21229054,25
1848,2688,"General's Daughter, The (1999)",1999,Drama|Thriller,0.20884539,25
1,3408,Erin Brockovich (2000),2000,Drama,0.20867492,25
1705,2881,Double Jeopardy (1999),1999,Action|Thriller,0.20509508,25
626,2975,"Best Man, The (1999)",1999,Drama,0.19818196,25
586,2706,American Pie (1999),1999,Comedy,0.19721371,25
1765,3219,Pacific Heights (1990),1990,Thriller,0.19606207,25
623,2581,Never Been Kissed (1999),1999,Comedy|Romance,0.19418699,25
55,3035,Mister Roberts (1955),1955,Comedy|Drama|War,0.5646559,26
937,1276,Cool Hand Luke (1967),1967,Comedy|Drama,0.5319275,26
1085,3467,Hud (1963),1963,Drama|Western,0.5031659,26
961,3062,"Longest Day, The (1962)",1962,Action|Drama|War,0.49573576,26
51,3468,"Hustler, The (1961)",1961,Drama,0.48030242,26
964,3836,Kelly's Heroes (1970),1970,Action|Comedy|War,0.47521284,26
963,2944,"Dirty Dozen, The (1967)",1967,Action|War,0.47015446,26
129,1304,Butch Cassidy and the Sundance Kid (1969),1969,Action|Comedy|Western,0.45574898,26
1878,3366,Where Eagles Dare (1969),1969,Action|Adventure|War,0.4529762,26
1416,3654,"Guns of Navarone, The (1961)",1961,Action|Drama|War,0.45150578,26
599,2694,Big Daddy (1999),1999,Comedy,0.22332428,27
1047,2485,She's All That (1999),1999,Comedy|Romance,0.19588463,27
1705,2881,Double Jeopardy (1999),1999,Action|Thriller,0.1859245,27
215,2908,Boys Don't Cry (1999),1999,Drama,0.18534559,27
1848,2688,"General's Daughter, The (1999)",1999,Drama|Thriller,0.18444195,27
1774,932,"Affair to Remember, An (1957)",1957,Romance,0.18327482,27
234,3604,Gypsy (1962),1962,Musical,0.18322226,27
623,2581,Never Been Kissed (1999),1999,Comedy|Romance,0.18237683,27
1,3408,Erin Brockovich (2000),2000,Drama,0.17921495,27
1403,1888,Hope Floats (1998),1998,Comedy|Drama|Romance,0.17711999,27
186,2599,Election (1999),1999,Comedy,0.5764829,28
496,3175,Galaxy Quest (1999),1999,Adventure|Comedy|Sci-Fi,0.5433734,28
172,2289,"Player, The (1992)",1992,Comedy|Drama,0.52204615,28
161,2997,Being John Malkovich (1999),1999,Comedy,0.50882477,28
89,2396,Shakespeare in Love (1998),1998,Comedy|Romance,0.48089752,28
897,3543,Diner (1982),1982,Comedy|Drama,0.4679003,28
303,3481,High Fidelity (2000),2000,Comedy,0.46333316,28
627,1179,"Grifters, The (1990)",1990,Crime|Drama|Film-Noir,0.4610309,28
206,2395,Rushmore (1998),1998,Comedy,0.46045113,28
625,2369,Desperately Seeking Susan (1985),1985,Comedy|Romance,0.45994845,28
599,2694,Big Daddy (1999),1999,Comedy,0.25101122,29
215,2908,Boys Don't Cry (1999),1999,Drama,0.22975077,29
586,2706,American Pie (1999),1999,Comedy,0.20560347,29
763,785,Kingpin (1996),1996,Comedy,0.19542703,29
1587,1093,"Doors, The (1991)",1991,Drama|Musical,0.18484643,29
1050,2710,"Blair Witch Project, The (1999)",1999,Horror,0.18381155,29
195,2318,Happiness (1998),1998,Comedy,0.1831019,29
626,2975,"Best Man, The (1999)",1999,Drama,0.18217523,29
1047,2485,She's All That (1999),1999,Comedy|Romance,0.18169966,29
838,1958,Terms of Endearment (1983),1983,Comedy|Drama,0.18145615,29
222,1101,Top Gun (1986),1986,Action|Romance,0.6168181,30
118,1291,Indiana Jones and the Last Crusade (1989),1989,Action|Adventure,0.61557376,30
263,3256,Patriot Games (1992),1992,Action|Thriller,0.59879005,30
98,349,Clear and Present Danger (1994),1994,Action|Adventure|Thriller,0.5961667,30
56,1610,"Hunt for Red October, The (1990)",1990,Action|Thriller,0.59407306,30
141,1036,Die Hard (1988),1988,Action|Thriller,0.5713447,30
961,3062,"Longest Day, The (1962)",1962,Action|Drama|War,0.5679154,30
907,1608,Air Force One (1997),1997,Action|Thriller,0.56419456,30
86,1198,Raiders of the Lost Ark (1981),1981,Action|Adventure,0.53685284,30
1878,3366,Where Eagles Dare (1969),1969,Action|Adventure|War,0.53371435,30
222,1101,Top Gun (1986),1986,Action|Romance,0.60265034,31
118,1291,Indiana Jones and the Last Crusade (1989),1989,Action|Adventure,0.59793997,31
961,3062,"Longest Day, The (1962)",1962,Action|Drama|War,0.586149,31
98,349,Clear and Present Danger (1994),1994,Action|Adventure|Thriller,0.5730934,31
263,3256,Patriot Games (1992),1992,Action|Thriller,0.5716065,31
907,1608,Air Force One (1997),1997,Action|Thriller,0.55736864,31
56,1610,"Hunt for Red October, The (1990)",1990,Action|Thriller,0.5563109,31
141,1036,Die Hard (1988),1988,Action|Thriller,0.549663,31
1878,3366,Where Eagles Dare (1969),1969,Action|Adventure|War,0.54615635,31
963,2944,"Dirty Dozen, The (1967)",1967,Action|War,0.5355218,31
186,2599,Election (1999),1999,Comedy,0.59186316,32
496,3175,Galaxy Quest (1999),1999,Adventure|Comedy|Sci-Fi,0.5523481,32
172,2289,"Player, The (1992)",1992,Comedy|Drama,0.53358674,32
161,2997,Being John Malkovich (1999),1999,Comedy,0.5168026,32
89,2396,Shakespeare in Love (1998),1998,Comedy|Romance,0.5066875,32
303,3481,High Fidelity (2000),2000,Comedy,0.47760984,32
206,2395,Rushmore (1998),1998,Comedy,0.47617835,32
897,3543,Diner (1982),1982,Comedy|Drama,0.47360235,32
203,2390,Little Voice (1998),1998,Comedy,0.46185452,32
194,1513,Romy and Michele's High School Reunion (1997),1997,Comedy,0.45985916,32
186,2599,Election (1999),1999,Comedy,0.5935346,33
172,2289,"Player, The (1992)",1992,Comedy|Drama,0.5503243,33
496,3175,Galaxy Quest (1999),1999,Adventure|Comedy|Sci-Fi,0.53040856,33
161,2997,Being John Malkovich (1999),1999,Comedy,0.52235436,33
206,2395,Rushmore (1998),1998,Comedy,0.49247038,33
303,3481,High Fidelity (2000),2000,Comedy,0.48186648,33
89,2396,Shakespeare in Love (1998),1998,Comedy|Romance,0.48144874,33
897,3543,Diner (1982),1982,Comedy|Drama,0.47157672,33
2039,125,Flirting With Disaster (1996),1996,Comedy,0.47084275,33
627,1179,"Grifters, The (1990)",1990,Crime|Drama|Film-Noir,0.46694937,33
197,1089,Reservoir Dogs (1992),1992,Crime|Thriller,0.30826312,34
336,778,Trainspotting (1996),1996,Drama,0.28680548,34
1026,431,Carlito's Way (1993),1993,Crime|Drama,0.27708265,34
163,296,Pulp Fiction (1994),1994,Crime|Drama,0.27650034,34
185,1213,GoodFellas (1990),1990,Crime|Drama,0.27092645,34
288,3246,Malcolm X (1992),1992,Drama,0.2446433,34
860,175,Kids (1995),1995,Drama,0.24303083,34
2595,147,"Basketball Diaries, The (1995)",1995,Drama,0.24279179,34
213,1095,Glengarry Glen Ross (1992),1992,Drama,0.24096821,34
315,47,Seven (Se7en) (1995),1995,Crime|Thriller,0.24036056,34
667,3300,Pitch Black (2000),2000,Action|Sci-Fi,0.52340335,35
778,1219,Psycho (1960),1960,Horror|Thriller,0.46968982,35
140,1214,Alien (1979),1979,Action|Horror|Sci-Fi|Thriller,0.45676133,35
670,968,Night of the Living Dead (1968),1968,Horror|Sci-Fi,0.45524818,35
1305,3930,"Creature From the Black Lagoon, The (1954)",1954,Horror,0.4336323,35
652,2901,Phantasm (1979),1979,Horror|Sci-Fi,0.4292327,35
760,1350,"Omen, The (1976)",1976,Horror,0.42888546,35
931,1248,Touch of Evil (1958),1958,Crime|Film-Noir|Thriller,0.41803384,35
259,1997,"Exorcist, The (1973)",1973,Horror,0.41138616,35
828,2712,Eyes Wide Shut (1999),1999,Drama,0.40910372,35
330,1148,"Wrong Trousers, The (1993)",1993,Animation|Comedy,0.5558102,36
323,745,"Close Shave, A (1995)",1995,Animation|Comedy|Thriller,0.47023973,36
137,1136,Monty Python and the Holy Grail (1974),1974,Comedy,0.4623743,36
334,1223,"Grand Day Out, A (1992)",1992,Animation|Comedy,0.44050455,36
125,1197,"Princess Bride, The (1987)",1987,Action|Adventure|Comedy|Romance,0.4396625,36
162,2700,"South Park: Bigger, Longer and Uncut (1999)",1999,Animation|Comedy,0.43808275,36
196,1517,Austin Powers: International Man of Mystery (1997),1997,Comedy,0.4335312,36
796,180,Mallrats (1995),1995,Comedy,0.4108563,36
711,3396,"Muppet Movie, The (1979)",1979,Children's|Comedy,0.4071954,36
792,671,Mystery Science Theater 3000: The Movie (1996),1996,Comedy|Sci-Fi,0.39957166,36
197,1089,Reservoir Dogs (1992),1992,Crime|Thriller,0.3638687,37
163,296,Pulp Fiction (1994),1994,Crime|Drama,0.33804655,37
