prototype,name,n_descriptors,descriptors
18,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
19,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
20,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
21,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
22,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
23,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
24,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
25,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
26,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
27,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
28,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
29,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
30,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
31,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
32,"Solid, Garment Upper body, Black",3,graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.650); colour_group_name=Black(score=0.600)
33,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
34,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
35,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
36,"Solid, Garment Upper body, Black",3,graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.650); colour_group_name=Black(score=0.600)
37,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
38,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
39,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
40,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
41,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
42,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
43,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
44,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
45,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
46,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
47,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
48,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
49,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
50,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
51,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
52,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
53,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
54,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
55,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
56,"Solid, Garment Upper body, Black",3,graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.650); colour_group_name=Black(score=0.600)
57,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
58,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
59,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
60,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
61,"Solid, Ladieswear, Under-, Nightwear",3,"graphical_appearance_name=Solid(score=0.900); index_group_name=Ladieswear(score=0.650); garment_group_name=Under-, Nightwear(score=0.500)"
62,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
63,"Solid, Garment Upper body, Black",3,graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.650); colour_group_name=Black(score=0.600)
64,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
65,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
66,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
67,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
68,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
69,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
70,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
71,"Swimwear, Swimwear, Ladieswear",3,department_name=Swimwear(score=1.000); garment_group_name=Swimwear(score=1.000); index_group_name=Ladieswear(score=1.000)
72,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
73,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
74,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
75,"Ladieswear, Solid, Garment Upper body",3,index_group_name=Ladieswear(score=1.000); graphical_appearance_name=Solid(score=0.900); product_group_name=Garment Upper body(score=0.850)
