prototype,name,n_descriptors,descriptors
17,"Horror, Thriller, Action",3,genres=Horror(score=0.450); genres=Thriller(score=0.400); genres=Action(score=0.350)
18,"Drama, Comedy, Crime",3,genres=Drama(score=0.550); genres=Comedy(score=0.350); genres=Crime(score=0.350)
19,"Sci-Fi, Action, Horror",3,genres=Sci-Fi(score=0.750); genres=Action(score=0.550); genres=Horror(score=0.550)
20,"Drama, Comedy, Thriller",3,genres=Drama(score=0.400); genres=Comedy(score=0.350); genres=Thriller(score=0.300)
21,"Children's, Animation, Musical",3,genres=Children's(score=0.800); genres=Animation(score=0.550); genres=Musical(score=0.350)
22,"Drama, War, Action",3,genres=Drama(score=0.550); genres=War(score=0.550); genres=Action(score=0.350)
23,"Drama, Crime, Thriller",3,genres=Drama(score=0.800); genres=Crime(score=0.450); genres=Thriller(score=0.200)
24,"Comedy, Animation, Children's",3,genres=Comedy(score=1.000); genres=Animation(score=0.450); genres=Children's(score=0.250)
25,"Drama, Comedy, Thriller",3,genres=Drama(score=0.500); genres=Comedy(score=0.300); genres=Thriller(score=0.300)
26,"War, Drama, Action",3,genres=War(score=0.550); genres=Drama(score=0.450); genres=Action(score=0.350)
27,"Comedy, Drama, Romance",3,genres=Comedy(score=0.550); genres=Drama(score=0.500); genres=Romance(score=0.300)
28,"Comedy, Drama, Romance",3,genres=Comedy(score=0.900); genres=Drama(score=0.200); genres=Romance(score=0.200)
29,"Comedy, Drama, Horror",3,genres=Comedy(score=0.500); genres=Drama(score=0.450); genres=Horror(score=0.150)
30,"Action, Adventure, Thriller",3,genres=Action(score=0.900); genres=Adventure(score=0.400); genres=Thriller(score=0.350)
31,"Action, Adventure, War",3,genres=Action(score=0.800); genres=Adventure(score=0.400); genres=War(score=0.350)
32,"Comedy, Drama, Romance",3,genres=Comedy(score=0.850); genres=Drama(score=0.200); genres=Romance(score=0.200)
33,"Comedy, Drama, Romance",3,genres=Comedy(score=0.900); genres=Drama(score=0.200); genres=Romance(score=0.200)
34,"Drama, Crime, Thriller",3,genres=Drama(score=0.900); genres=Crime(score=0.250); genres=Thriller(score=0.100)
35,"Horror, Action, Thriller",3,genres=Horror(score=0.600); genres=Action(score=0.450); genres=Thriller(score=0.450)
36,"Comedy, Animation, Children's",3,genres=Comedy(score=1.000); genres=Animation(score=0.300); genres=Children's(score=0.150)
37,"Drama, Crime, Thriller",3,genres=Drama(score=0.700); genres=Crime(score=0.500); genres=Thriller(score=0.250)
38,"Comedy, Animation, Children's",3,genres=Comedy(score=0.950); genres=Animation(score=0.450); genres=Children's(score=0.200)
39,"Drama, Comedy, Crime",3,genres=Drama(score=0.500); genres=Comedy(score=0.400); genres=Crime(score=0.300)
40,"Action, Adventure, War",3,genres=Action(score=0.900); genres=Adventure(score=0.350); genres=War(score=0.350)
41,"Horror, Sci-Fi, Action",3,genres=Horror(score=0.650); genres=Sci-Fi(score=0.450); genres=Action(score=0.350)
42,"Sci-Fi, Action, Horror",3,genres=Sci-Fi(score=0.700); genres=Action(score=0.450); genres=Horror(score=0.450)
43,"Drama, Romance, Comedy",3,genres=Drama(score=0.750); genres=Romance(score=0.650); genres=Comedy(score=0.150)
44,"Drama, Romance, Musical",3,genres=Drama(score=0.550); genres=Romance(score=0.500); genres=Musical(score=0.300)
45,"Action, Thriller, Comedy",3,genres=Action(score=0.600); genres=Thriller(score=0.600); genres=Comedy(score=0.200)
46,"Thriller, Action, Drama",3,genres=Thriller(score=0.650); genres=Action(score=0.550); genres=Drama(score=0.250)
47,"Drama, Crime, Thriller",3,genres=Drama(score=0.850); genres=Crime(score=0.350); genres=Thriller(score=0.150)
48,"Thriller, Action, Sci-Fi",3,genres=Thriller(score=0.500); genres=Action(score=0.450); genres=Sci-Fi(score=0.400)
49,"Drama, Crime, Thriller",3,genres=Drama(score=0.750); genres=Crime(score=0.500); genres=Thriller(score=0.250)
50,"Drama, Romance, Mystery",3,genres=Drama(score=0.750); genres=Romance(score=0.550); genres=Mystery(score=0.200)
51,"Drama, Crime, Thriller",3,genres=Drama(score=0.900); genres=Crime(score=0.300); genres=Thriller(score=0.150)
52,"Drama, Crime, Comedy",3,genres=Drama(score=0.750); genres=Crime(score=0.350); genres=Comedy(score=0.200)
53,"Drama, Comedy, Horror",3,genres=Drama(score=0.500); genres=Comedy(score=0.250); genres=Horror(score=0.200)
54,"Romance, Drama, Musical",3,genres=Romance(score=0.550); genres=Drama(score=0.450); genres=Musical(score=0.300)
55,"Drama, Comedy, Romance",3,genres=Drama(score=0.600); genres=Comedy(score=0.500); genres=Romance(score=0.300)
56,"Comedy, Animation, Children's",3,genres=Comedy(score=0.950); genres=Animation(score=0.450); genres=Children's(score=0.200)
57,"Children's, Animation, Musical",3,genres=Children's(score=0.750); genres=Animation(score=0.500); genres=Musical(score=0.350)
58,"Comedy, Drama, Romance",3,genres=Comedy(score=0.550); genres=Drama(score=0.550); genres=Romance(score=0.250)
59,"Drama, Crime, Action",3,genres=Drama(score=0.800); genres=Crime(score=0.350); genres=Action(score=0.150)
60,"Sci-Fi, Action, Horror",3,genres=Sci-Fi(score=0.750); genres=Action(score=0.600); genres=Horror(score=0.450)
61,"Drama, Comedy, Romance",3,genres=Drama(score=0.600); genres=Comedy(score=0.350); genres=Romance(score=0.200)
62,"Drama, Sci-Fi, Thriller",3,genres=Drama(score=0.350); genres=Sci-Fi(score=0.350); genres=Thriller(score=0.350)
63,"Drama, Comedy, Romance",3,genres=Drama(score=0.500); genres=Comedy(score=0.450); genres=Romance(score=0.100)
64,"Comedy, Drama, Film-Noir",3,genres=Comedy(score=0.400); genres=Drama(score=0.350); genres=Film-Noir(score=0.200)
65,"Comedy, Animation, Children's",3,genres=Comedy(score=0.950); genres=Animation(score=0.450); genres=Children's(score=0.200)
66,"Action, Adventure, Thriller",3,genres=Action(score=0.800); genres=Adventure(score=0.500); genres=Thriller(score=0.350)
67,"Action, Thriller, Horror",3,genres=Action(score=0.450); genres=Thriller(score=0.400); genres=Horror(score=0.350)
68,"Children's, Animation, Fantasy",3,genres=Children's(score=0.800); genres=Animation(score=0.500); genres=Fantasy(score=0.300)
69,"Drama, Crime, Thriller",3,genres=Drama(score=0.750); genres=Crime(score=0.350); genres=Thriller(score=0.150)
70,"Drama, Comedy, Romance",3,genres=Drama(score=0.650); genres=Comedy(score=0.300); genres=Romance(score=0.200)
71,"Horror, Thriller, Sci-Fi",3,genres=Horror(score=0.500); genres=Thriller(score=0.500); genres=Sci-Fi(score=0.400)
72,"Sci-Fi, Action, Horror",3,genres=Sci-Fi(score=0.600); genres=Action(score=0.550); genres=Horror(score=0.500)
73,"Romance, Drama, Comedy",3,genres=Romance(score=0.550); genres=Drama(score=0.450); genres=Comedy(score=0.300)
74,"Thriller, Action, Drama",3,genres=Thriller(score=0.700); genres=Action(score=0.600); genres=Drama(score=0.250)
75,"Comedy, Drama, Romance",3,genres=Comedy(score=0.550); genres=Drama(score=0.550); genres=Romance(score=0.150)
