item_id,item,product_group_name,product_type_name,graphical_appearance_name,colour_group_name,perceived_colour_master_name,index_group_name,garment_group_name,section_name,department_name,item weight,prototype
13017,710876030,Garment Lower body,Trousers,Solid,Dark Blue,Blue,Menswear,Trousers,Contemporary Casual,Trouser,1.9741344,1
109,871624006,Garment Lower body,Trousers,Solid,Dark Blue,Blue,Menswear,Trousers,Contemporary Casual,Trouser,1.9741344,1
23916,905932006,Garment Lower body,Trousers,Solid,Dark Blue,Blue,Menswear,Trousers,Contemporary Casual,Trouser,1.9741344,1
17559,710876002,Garment Lower body,Trousers,Solid,Dark Blue,Blue,Menswear,Trousers,Contemporary Casual,Trouser,1.9741344,1
6231,815456010,Garment Lower body,Trousers,Solid,Dark Blue,Blue,Menswear,Trousers,Contemporary Casual,Trouser,1.9741344,1
13437,815456009,Garment Lower body,Trousers,Solid,Dark Blue,Blue,Menswear,Trousers,Contemporary Casual,Trouser,1.9741344,1
15667,809223004,Garment Lower body,Trousers,Solid,Dark Blue,Blue,Menswear,Trousers,Contemporary Casual,Trouser,1.9741344,1
8795,618287010,Garment Full body,Dress,Solid,Green,Green,Ladieswear,Dresses Ladies,Womens Tailoring,Dress,1.9741455,2
404,853839001,Garment Full body,Dress,Solid,Green,Green,Ladieswear,Dresses Ladies,Womens Tailoring,Dress,1.9741455,2
2643,866611001,Garment Full body,Dress,Solid,Green,Green,Ladieswear,Dresses Ladies,Womens Tailoring,Dress,1.9741455,2
259,707100003,Garment Full body,Dress,Solid,Green,Green,Ladieswear,Dresses Ladies,Womens Tailoring,Dress,1.9741455,2
9736,766435010,Garment Full body,Dress,Solid,Green,Green,Ladieswear,Dresses Ladies,Womens Tailoring,Dress,1.9741455,2
13700,834794001,Garment Full body,Dress,Solid,Green,Green,Ladieswear,Dresses Ladies,Womens Tailoring,Dress,1.9741455,2
1304,868762003,Garment Full body,Dress,Solid,Green,Green,Ladieswear,Dresses Ladies,Womens Tailoring,Dress,1.9741455,2
12525,879702001,Garment Full body,Dress,Solid,Green,Green,Ladieswear,Dresses Ladies,Womens Tailoring,Dress,1.9741455,2
16301,816083004,Garment Full body,Dress,Solid,Dark Green,Green,Ladieswear,Dresses Ladies,Womens Tailoring,Dress,1.929117,2
14466,803990001,Garment Full body,Dress,Solid,Dark Green,Green,Ladieswear,Dresses Ladies,Womens Tailoring,Dress,1.929117,2
23121,884841001,Underwear,Underwear bottom,Solid,Light Grey,Grey,Ladieswear,"Under-, Nightwear",Womens Lingerie,Casual Lingerie,1.9730233,3
23257,875073002,Underwear,Underwear bottom,Solid,Light Grey,Grey,Ladieswear,"Under-, Nightwear",Womens Lingerie,Casual Lingerie,1.9730233,3
14438,747967001,Underwear,Underwear bottom,Solid,Light Grey,Grey,Ladieswear,"Under-, Nightwear",Womens Lingerie,Casual Lingerie,1.9730233,3
15802,705841003,Underwear,Underwear bottom,Solid,Light Grey,Grey,Ladieswear,"Under-, Nightwear",Womens Lingerie,Casual Lingerie,1.9730233,3
24198,509091057,Underwear,Underwear bottom,Solid,Light Grey,Grey,Ladieswear,"Under-, Nightwear",Womens Lingerie,Casual Lingerie,1.9730233,3
7624,663518004,Underwear,Underwear bottom,Melange,Light Grey,Grey,Ladieswear,"Under-, Nightwear",Womens Lingerie,Casual Lingerie,1.9512057,3
7619,834905001,Underwear,Underwear bottom,Melange,Light Grey,Grey,Ladieswear,"Under-, Nightwear",Womens Lingerie,Casual Lingerie,1.9512057,3
8636,663519004,Underwear,Underwear bottom,Melange,Light Grey,Grey,Ladieswear,"Under-, Nightwear",Womens Lingerie,Casual Lingerie,1.9512057,3
18217,562613008,Underwear,Underwear bottom,Melange,Light Grey,Grey,Ladieswear,"Under-, Nightwear",Womens Lingerie,Casual Lingerie,1.9512057,3
6644,562613013,Underwear,Underwear bottom,Melange,Light Grey,Grey,Ladieswear,"Under-, Nightwear",Womens Lingerie,Casual Lingerie,1.9512057,3
